supplier_id,supplier_name,country,sector,tier,esg_score,risk_rating,emission_contribution_tco2e,audit_status,last_audit_date,key_risk_factors,annual_spend_inr_crores,scope3_category,single_source_flag,emission_factor_source
SUP-03663,Lumen Logistics Inc,Turkey,Chemicals,Tier 2,57.2,High,1540.6,Pending,2024-05-16,"Energy intensity, Air emissions, Forced labor risk, Conflict minerals",21.12,Cat 11: Use of Sold Products,No,Supplier-reported (EcoVadis)
SUP-03664,Lumen Components Ltd,Saudi Arabia,Transportation,Tier 1,80.2,High,576.6,Action Plan,2024-01-03,"Water stress, Ethical sourcing, Bribery & corruption, Climate transition risk",7.03,Cat 4: Upstream Transportation,No,Industry Average (IEA)
SUP-03665,Kestrel Engineering Co,Thailand,Construction,Tier 3,60.4,Low,309.8,Compliant,2023-06-16,,3.9,Cat 2: Capital Goods,No,Industry Average (IEA)
SUP-03666,Yarrow Chemicals LLP,South Korea,Mining,Tier 2,65.4,Medium,1217.8,Pending,2021-05-28,Labor practices,7.27,Cat 1: Purchased Goods & Services,No,DEFRA UK 2024
SUP-03667,Wolfram Polymers Pvt Ltd,Netherlands,Logistics,Tier 1,60.0,Medium,1225.8,Compliant,2023-04-15,Effluent management,14.51,Cat 9: Downstream Transportation,No,Industry Average (IEA)
SUP-03668,Kestrel Polymers Ltd,Spain,Packaging,Tier 1,89.2,Low,85.5,Pending,2024-10-10,Child labor risk,2.24,Cat 1: Purchased Goods & Services,No,USEEIO v2.0
SUP-03669,Beacon Solutions LLP,South Africa,Construction,Tier 1,72.2,Medium,203.2,Compliant,2024-05-22,"Tax transparency, Climate transition risk, Bribery & corruption",3.64,Cat 2: Capital Goods,No,DEFRA UK 2024
SUP-03670,Orion Polymers SA,India,Construction,Tier 1,75.9,Low,251.1,Pending,2023-03-21,,4.7,Cat 2: Capital Goods,No,DEFRA UK 2024
SUP-03671,Eclipse Works LLP,UAE,Electronics,Tier 1,56.9,Critical,44.8,Pending,2022-12-11,"Labor practices, Diversity gap, Bribery & corruption",2.01,Cat 1: Purchased Goods & Services,No,Internal Engineering Estimate
SUP-03672,Zenith Group Corp,South Africa,Industrial Equipment,Tier 3,32.2,High,184.2,Compliant,2022-04-01,"Worker safety, Waste disposal, Tax transparency, Climate transition risk",8.98,Cat 1: Purchased Goods & Services,No,DEFRA UK 2024
SUP-03673,Indus Logistics Corp,Japan,Construction,Tier 2,57.4,High,497.2,Overdue,2023-04-25,"Waste disposal, Conflict minerals, Biodiversity impact",6.85,Cat 2: Capital Goods,Yes,EXIOBASE v3.8
SUP-03674,Helios Group Ltd,Brazil,Catering & Facilities,Tier 2,39.6,High,1212.5,Action Plan,2021-03-21,"Tax transparency, Biodiversity impact, Conflict minerals",71.99,Cat 6: Business Travel,No,Supplier-reported (CDP)
SUP-03675,Ember Trading GmbH,Brazil,Construction,Tier 2,66.0,Medium,555.1,Overdue,2024-04-08,Ethical sourcing,6.34,Cat 2: Capital Goods,No,GLEC Framework v3.0
SUP-03676,Apex Industries Co,France,Logistics,Tier 1,63.3,Medium,950.3,Compliant,2023-05-28,Labor practices,13.59,Cat 9: Downstream Transportation,No,Supplier-reported (EcoVadis)
SUP-03677,Orion Polymers Corp,South Korea,Engineering Services,Tier 1,59.3,Critical,103.8,Overdue,2021-11-11,"Air emissions, Child labor risk, Tax transparency, Biodiversity impact, Diversity gap",10.49,Cat 2: Capital Goods,No,USEEIO v2.0
SUP-03678,Zenith Systems GmbH,United States,Electronics,Tier 3,23.4,Critical,768.6,Action Plan,2024-05-15,"Air emissions, Data security, Effluent management, Child labor risk, Bribery & corruption",34.31,Cat 1: Purchased Goods & Services,No,EPA Emission Factors Hub 2024
SUP-03679,Fortis Components Inc,Italy,Pharmaceuticals,Tier 1,77.9,Low,271.0,Compliant,2022-07-26,,9.29,Cat 1: Purchased Goods & Services,No,Industry Average (IEA)
SUP-03680,Kestrel Industries LLP,Mexico,Mining,Tier 2,50.3,High,489.7,Re-audit Required,2022-05-20,"Child labor risk, Labor practices, Data security, Waste disposal",4.11,Cat 1: Purchased Goods & Services,No,EPA Emission Factors Hub 2024
SUP-03681,Borealis Solutions Co,Italy,Energy Services,Tier 1,75.4,High,405.4,Overdue,2023-09-17,"Child labor risk, Living wage",5.2,Cat 3: Fuel & Energy Related,No,EXIOBASE v3.8
SUP-03682,Cardinal Polymers Co,Thailand,Catering & Facilities,Tier 1,74.6,Medium,88.5,Pending,2021-04-11,Effluent management,7.29,Cat 6: Business Travel,No,EPA Emission Factors Hub 2024
SUP-03683,Hyperion Polymers SA,Mexico,Manufacturing,Tier 1,63.7,Medium,448.6,Re-audit Required,2021-05-24,"Labor practices, Diversity gap, Bribery & corruption",15.3,Cat 1: Purchased Goods & Services,No,EcoInvent v3.10
SUP-03684,Orion Materials Co,Egypt,Logistics,Tier 1,75.3,Low,3780.0,Compliant,2022-02-28,Water stress,47.92,Cat 4: Upstream Transportation,No,DEFRA UK 2024
SUP-03685,Polaris Polymers Corp,Australia,IT Services,Tier 2,41.4,High,37.3,Overdue,2023-12-09,"Bribery & corruption, Tax transparency, Forced labor risk",8.84,Cat 15: Investments,No,EcoInvent v3.10
SUP-03686,Borealis Resources SA,Egypt,Agriculture,Tier 2,62.3,Medium,1171.6,Compliant,2024-03-04,Diversity gap,10.42,Cat 1: Purchased Goods & Services,No,Supplier-reported (CDP)
SUP-03687,Lumen Services SA,Indonesia,Steel & Metals,Tier 1,65.5,Medium,1010.8,Compliant,2021-03-23,"Air emissions, Climate transition risk, Child labor risk",6.68,Cat 1: Purchased Goods & Services,Yes,Internal Engineering Estimate
SUP-03688,Ravelin Group Pvt Ltd,Mexico,Transportation,Tier 1,89.9,Medium,536.9,Re-audit Required,2021-10-08,"Biodiversity impact, Data security",6.89,Cat 4: Upstream Transportation,No,USEEIO v2.0
SUP-03689,Tempus Logistics LLP,Saudi Arabia,Engineering Services,Tier 2,56.9,High,488.1,Overdue,2021-06-19,"Energy intensity, Ethical sourcing",50.31,Cat 2: Capital Goods,No,EcoInvent v3.10
SUP-03690,Vector Polymers Pvt Ltd,Brazil,Plastics & Polymers,Tier 2,63.9,Medium,747.9,Compliant,2024-07-23,"Tax transparency, Biodiversity impact, Forced labor risk",8.15,Cat 11: Use of Sold Products,No,EPA Emission Factors Hub 2024
SUP-03691,Solstice Systems AG,Malaysia,Manufacturing,Tier 1,65.0,Medium,2965.1,Action Plan,2024-03-28,"Biodiversity impact, Conflict minerals, Worker safety",117.23,Cat 1: Purchased Goods & Services,No,GLEC Framework v3.0
SUP-03692,Lumen Solutions Co,UAE,Electronics,Tier 3,32.8,High,298.7,Re-audit Required,2024-12-09,"Biodiversity impact, Air emissions",13.73,Cat 1: Purchased Goods & Services,No,USEEIO v2.0
SUP-03693,Umbra Solutions Pvt Ltd,Indonesia,Mining,Tier 3,57.6,Medium,1730.2,Action Plan,2023-03-04,Labor practices,9.13,Cat 1: Purchased Goods & Services,No,Industry Average (IEA)
SUP-03694,Ember Systems Ltd,Sri Lanka,Electronics,Tier 1,57.7,High,282.5,Overdue,2023-03-25,"Data security, Conflict minerals, Forced labor risk, Waste disposal",10.36,Cat 1: Purchased Goods & Services,No,EcoInvent v3.10
SUP-03695,Falcon Manufacturing AG,Sri Lanka,Manufacturing,Tier 1,68.5,High,121.6,Compliant,2023-08-09,"Labor practices, Data security",4.19,Cat 1: Purchased Goods & Services,Yes,EPA Emission Factors Hub 2024
SUP-03696,Polaris Distributors Inc,Turkey,Manufacturing,Tier 1,66.7,Low,801.6,Action Plan,2023-02-02,,37.73,Cat 1: Purchased Goods & Services,No,Supplier-reported (CDP)
SUP-03697,Drake Technologies SA,Thailand,Industrial Equipment,Tier 1,74.7,Medium,203.4,Compliant,2022-05-02,Child labor risk,9.49,Cat 2: Capital Goods,No,Supplier-reported (EcoVadis)
SUP-03698,Eclipse Systems SA,UAE,Logistics,Tier 2,72.3,Medium,345.2,Compliant,2023-05-02,"Bribery & corruption, Tax transparency, Labor practices",4.64,Cat 9: Downstream Transportation,No,GLEC Framework v3.0
SUP-03699,Vector Holdings AG,Netherlands,Manufacturing,Tier 3,33.6,Critical,134.4,Overdue,2022-10-05,"Tax transparency, Labor practices, Diversity gap, Bribery & corruption, Air emissions",4.48,Cat 1: Purchased Goods & Services,No,DEFRA UK 2024
SUP-03700,Meridian Industries AG,Australia,Agriculture,Tier 1,69.1,Low,2625.1,Overdue,2023-07-07,,26.8,Cat 1: Purchased Goods & Services,No,EPA Emission Factors Hub 2024
SUP-03701,Drake Distributors GmbH,Vietnam,Logistics,Tier 1,78.5,Critical,2577.0,Pending,2021-10-23,"Conflict minerals, Air emissions, Forced labor risk",33.65,Cat 9: Downstream Transportation,No,Supplier-reported (CDP)
SUP-03702,Fortis Trading Co,Brazil,Industrial Equipment,Tier 1,94.9,Medium,105.6,Pending,2021-12-13,"Energy intensity, Tax transparency",4.43,Cat 1: Purchased Goods & Services,No,Supplier-reported (CDP)
SUP-03703,Yarrow Components Corp,Italy,Mining,Tier 1,76.8,High,4281.0,Overdue,2023-08-19,"Conflict minerals, Forced labor risk, Climate transition risk, Effluent management",31.41,Cat 1: Purchased Goods & Services,No,Supplier-reported (CDP)
SUP-03704,Meridian Enterprises AG,Spain,Catering & Facilities,Tier 1,86.8,Medium,123.1,Compliant,2021-02-15,"Data security, Bribery & corruption, Ethical sourcing",8.05,Cat 6: Business Travel,No,DEFRA UK 2024
SUP-03705,Orion Components LLP,Bangladesh,Manufacturing,Tier 1,70.6,High,215.6,Pending,2024-09-06,"Water stress, Child labor risk",10.05,Cat 1: Purchased Goods & Services,No,EcoInvent v3.10
SUP-03706,Beacon Works Ltd,Japan,Manufacturing,Tier 3,54.9,High,930.6,Action Plan,2022-07-21,"Worker safety, Diversity gap, Water stress",27.72,Cat 1: Purchased Goods & Services,No,USEEIO v2.0
SUP-03707,Cardinal Systems Co,Spain,IT Services,Tier 1,61.3,High,50.5,Pending,2021-05-21,"Diversity gap, Effluent management",13.22,Cat 15: Investments,No,DEFRA UK 2024
SUP-03708,Orion Resources Ltd,India,Catering & Facilities,Tier 1,86.2,Low,90.6,Action Plan,2022-01-13,,8.42,Cat 6: Business Travel,No,Supplier-reported (EcoVadis)
SUP-03709,Borealis Polymers Inc,Thailand,Pharmaceuticals,Tier 2,60.2,Low,1348.6,Action Plan,2022-03-24,,45.37,Cat 1: Purchased Goods & Services,No,Supplier-reported (CDP)
SUP-03710,Beacon Solutions Ltd,Germany,Energy Services,Tier 2,45.2,High,3319.4,Action Plan,2022-12-18,"Living wage, Worker safety, Waste disposal, Diversity gap",39.38,Cat 3: Fuel & Energy Related,No,Supplier-reported (CDP)
SUP-03711,Cygnus Services SA,Mexico,Energy Services,Tier 1,74.3,Low,440.5,Compliant,2023-08-01,Tax transparency,4.45,Cat 3: Fuel & Energy Related,No,Supplier-reported (EcoVadis)
SUP-03712,Nimbus Services Inc,Vietnam,Steel & Metals,Tier 2,52.1,High,596.4,Overdue,2023-05-15,"Conflict minerals, Biodiversity impact",3.72,Cat 1: Purchased Goods & Services,No,Internal Engineering Estimate
SUP-03713,Meridian Chemicals GmbH,Bangladesh,Steel & Metals,Tier 1,82.0,Low,1251.4,Overdue,2024-09-16,,7.03,Cat 1: Purchased Goods & Services,No,Supplier-reported (CDP)
SUP-03714,Drake Systems Co,Mexico,Engineering Services,Tier 1,54.8,Medium,316.5,Action Plan,2021-04-09,Worker safety,33.13,Cat 2: Capital Goods,No,DEFRA UK 2024
SUP-03715,Yarrow Technologies Co,India,Energy Services,Tier 1,68.8,High,1291.2,Overdue,2021-01-06,"Air emissions, Water stress, Diversity gap, Climate transition risk",9.46,Cat 3: Fuel & Energy Related,No,USEEIO v2.0
SUP-03716,Meridian Solutions Co,United States,Energy Services,Tier 1,64.5,Medium,170.3,Pending,2022-08-05,"Forced labor risk, Ethical sourcing",1.92,Cat 3: Fuel & Energy Related,No,USEEIO v2.0
SUP-03717,Ember Trading SA,Thailand,Plastics & Polymers,Tier 1,71.3,Medium,327.2,Pending,2022-10-01,"Labor practices, Ethical sourcing",3.45,Cat 1: Purchased Goods & Services,No,GLEC Framework v3.0
SUP-03718,Meridian Works LLP,Malaysia,Catering & Facilities,Tier 1,74.0,Low,1177.1,Pending,2021-02-02,,68.11,Cat 6: Business Travel,No,EXIOBASE v3.8
SUP-03719,Kestrel Materials AG,Indonesia,Mining,Tier 2,76.5,Low,2852.3,Action Plan,2022-08-27,,15.65,Cat 1: Purchased Goods & Services,No,Industry Average (IEA)
SUP-03720,Ember Enterprises Co,India,Pharmaceuticals,Tier 2,47.4,Medium,2942.7,Action Plan,2023-11-28,Living wage,101.06,Cat 1: Purchased Goods & Services,No,EXIOBASE v3.8
SUP-03721,Tempus Chemicals SA,Japan,Industrial Equipment,Tier 2,55.7,High,310.5,Compliant,2021-05-27,"Tax transparency, Labor practices, Climate transition risk, Bribery & corruption",11.35,Cat 2: Capital Goods,No,USEEIO v2.0
SUP-03722,Helios Materials LLP,Brazil,Transportation,Tier 3,64.8,Medium,570.9,Compliant,2022-05-23,"Waste disposal, Biodiversity impact, Conflict minerals",6.74,Cat 4: Upstream Transportation,No,EcoInvent v3.10
SUP-03723,Kestrel Logistics Ltd,Spain,Steel & Metals,Tier 1,67.9,Medium,1465.6,Action Plan,2024-07-02,"Waste disposal, Climate transition risk",10.72,Cat 1: Purchased Goods & Services,No,Supplier-reported (CDP)
SUP-03724,Gemini Engineering Pvt Ltd,South Korea,Agriculture,Tier 3,62.7,Medium,848.0,Compliant,2024-05-17,"Water stress, Worker safety, Living wage",13.29,Cat 1: Purchased Goods & Services,No,EXIOBASE v3.8
SUP-03725,Solstice Packaging Pvt Ltd,Japan,IT Services,Tier 1,50.7,High,19.3,Action Plan,2023-05-18,"Effluent management, Diversity gap, Worker safety",4.11,Cat 15: Investments,No,EcoInvent v3.10
SUP-03726,Tempus Systems Pvt Ltd,France,Catering & Facilities,Tier 1,70.1,Low,29.1,Pending,2023-12-13,"Forced labor risk, Water stress",2.66,Cat 6: Business Travel,No,GLEC Framework v3.0
SUP-03727,Fortis Enterprises GmbH,Germany,Steel & Metals,Tier 1,60.9,Medium,409.8,Compliant,2023-06-16,Effluent management,3.27,Cat 1: Purchased Goods & Services,Yes,EcoInvent v3.10
SUP-03728,Juno Trading Inc,Turkey,Logistics,Tier 1,66.3,Medium,811.2,Action Plan,2021-09-19,"Labor practices, Child labor risk, Biodiversity impact",13.17,Cat 4: Upstream Transportation,No,Supplier-reported (EcoVadis)
SUP-03729,Fortis Materials Corp,Thailand,Catering & Facilities,Tier 3,35.7,Critical,133.1,Re-audit Required,2023-10-17,"Data security, Air emissions, Bribery & corruption, Tax transparency",9.79,Cat 6: Business Travel,No,Supplier-reported (CDP)
SUP-03730,Eclipse Solutions Ltd,Australia,Logistics,Tier 1,76.9,Low,1270.9,Pending,2022-11-03,,15.08,Cat 4: Upstream Transportation,No,EcoInvent v3.10
SUP-03731,Cardinal Services AG,Saudi Arabia,Agriculture,Tier 1,68.2,Low,701.3,Action Plan,2024-01-20,"Biodiversity impact, Effluent management",9.27,Cat 1: Purchased Goods & Services,No,DEFRA UK 2024
SUP-03732,Polaris Logistics AG,Egypt,Energy Services,Tier 2,63.8,Medium,536.8,Pending,2021-10-11,Labor practices,4.8,Cat 3: Fuel & Energy Related,No,EcoInvent v3.10
SUP-03733,Helios Components Corp,United States,Transportation,Tier 1,64.7,Medium,647.9,Pending,2022-06-10,"Tax transparency, Biodiversity impact, Diversity gap",7.85,Cat 9: Downstream Transportation,No,EPA Emission Factors Hub 2024
SUP-03734,Ember Systems GmbH,Mexico,Transportation,Tier 2,57.3,Medium,1580.2,Compliant,2023-10-28,"Climate transition risk, Water stress, Air emissions",23.46,Cat 4: Upstream Transportation,No,Internal Engineering Estimate
SUP-03735,Polaris Services Inc,UAE,IT Services,Tier 1,75.8,Low,30.9,Compliant,2022-04-24,Ethical sourcing,7.69,Cat 15: Investments,No,USEEIO v2.0
SUP-03736,Nimbus Polymers Pvt Ltd,United States,Industrial Equipment,Tier 1,87.9,Low,439.1,Compliant,2024-07-17,Water stress,15.08,Cat 2: Capital Goods,No,DEFRA UK 2024
SUP-03737,Polaris Chemicals Ltd,Bangladesh,Manufacturing,Tier 1,86.2,Low,349.7,Pending,2023-11-21,"Child labor risk, Tax transparency",16.86,Cat 1: Purchased Goods & Services,No,EXIOBASE v3.8
SUP-03738,Hyperion Enterprises SA,Australia,Energy Services,Tier 2,57.6,Medium,2772.6,Re-audit Required,2024-11-04,"Living wage, Air emissions, Climate transition risk",29.68,Cat 3: Fuel & Energy Related,No,GLEC Framework v3.0
SUP-03739,Orion Industries Co,South Korea,Chemicals,Tier 1,76.4,Low,380.0,Compliant,2024-11-17,"Diversity gap, Conflict minerals",5.4,Cat 11: Use of Sold Products,No,Industry Average (IEA)
SUP-03740,Borealis Services LLP,South Africa,Catering & Facilities,Tier 2,45.8,High,81.8,Action Plan,2024-05-18,"Worker safety, Effluent management, Labor practices, Living wage",4.32,Cat 6: Business Travel,No,EPA Emission Factors Hub 2024
SUP-03741,Borealis Components AG,Mexico,Electronics,Tier 1,69.7,Medium,92.7,Compliant,2022-02-27,Effluent management,4.42,Cat 1: Purchased Goods & Services,No,USEEIO v2.0
SUP-03742,Ember Solutions GmbH,South Korea,Steel & Metals,Tier 3,46.0,Medium,1694.2,Action Plan,2023-06-09,Bribery & corruption,14.28,Cat 1: Purchased Goods & Services,No,Industry Average (IEA)
SUP-03743,Ember Systems AG,South Africa,Packaging,Tier 1,66.9,Medium,829.4,Compliant,2021-05-15,"Forced labor risk, Effluent management",16.16,Cat 1: Purchased Goods & Services,No,GLEC Framework v3.0
SUP-03744,Zenith Materials Co,India,Agriculture,Tier 2,61.5,Critical,951.7,Pending,2022-09-27,"Bribery & corruption, Air emissions, Child labor risk",10.45,Cat 1: Purchased Goods & Services,No,USEEIO v2.0
SUP-03745,Ember Logistics Ltd,Egypt,Mining,Tier 1,62.4,Medium,612.4,Compliant,2021-09-09,"Biodiversity impact, Bribery & corruption, Data security",4.4,Cat 1: Purchased Goods & Services,No,Industry Average (IEA)
SUP-03746,Quasar Technologies GmbH,Mexico,Industrial Equipment,Tier 3,38.0,High,701.7,Compliant,2022-07-15,"Climate transition risk, Worker safety",26.97,Cat 2: Capital Goods,No,EcoInvent v3.10
SUP-03747,Cygnus Solutions Ltd,UAE,Steel & Metals,Tier 2,50.7,High,340.0,Overdue,2022-10-16,"Effluent management, Air emissions, Tax transparency, Child labor risk",2.7,Cat 1: Purchased Goods & Services,No,GLEC Framework v3.0
SUP-03748,Cygnus Services Ltd,France,Catering & Facilities,Tier 3,21.2,Critical,98.8,Re-audit Required,2023-12-23,"Waste disposal, Water stress, Ethical sourcing, Air emissions",6.2,Cat 6: Business Travel,No,Internal Engineering Estimate
SUP-03749,Gemini Distributors SA,Mexico,Packaging,Tier 2,49.1,High,823.0,Overdue,2023-08-20,"Air emissions, Biodiversity impact, Bribery & corruption, Tax transparency",14.57,Cat 1: Purchased Goods & Services,No,EXIOBASE v3.8
SUP-03750,Ember Trading AG,Vietnam,Steel & Metals,Tier 1,72.8,Medium,6846.5,Re-audit Required,2022-01-01,Conflict minerals,38.09,Cat 1: Purchased Goods & Services,No,EPA Emission Factors Hub 2024
SUP-03751,Gemini Group Pvt Ltd,France,Logistics,Tier 1,56.9,Low,2053.1,Compliant,2023-06-05,,26.3,Cat 9: Downstream Transportation,Yes,DEFRA UK 2024
SUP-03752,Borealis Group Pvt Ltd,Saudi Arabia,Packaging,Tier 1,57.4,Low,343.7,Overdue,2024-05-09,,5.94,Cat 1: Purchased Goods & Services,Yes,Internal Engineering Estimate
SUP-03753,Zenith Solutions GmbH,Vietnam,IT Services,Tier 2,55.0,Critical,172.3,Compliant,2022-02-18,"Waste disposal, Effluent management, Conflict minerals, Labor practices",35.02,Cat 15: Investments,No,Supplier-reported (CDP)
SUP-03754,Lumen Distributors Inc,Australia,IT Services,Tier 1,91.4,Low,9.6,Pending,2022-09-16,"Biodiversity impact, Diversity gap",2.17,Cat 15: Investments,No,Industry Average (IEA)
SUP-03755,Solstice Resources GmbH,South Africa,Plastics & Polymers,Tier 3,61.3,Low,1841.6,Pending,2022-05-17,"Climate transition risk, Diversity gap",30.06,Cat 11: Use of Sold Products,No,Supplier-reported (CDP)
SUP-03756,Fortis Enterprises SA,Brazil,Chemicals,Tier 1,72.4,High,413.0,Action Plan,2023-06-23,"Data security, Conflict minerals, Diversity gap",4.36,Cat 11: Use of Sold Products,No,USEEIO v2.0
SUP-03757,Polaris Trading Corp,Brazil,Construction,Tier 1,64.7,Low,248.8,Compliant,2024-12-22,Forced labor risk,3.99,Cat 2: Capital Goods,No,Industry Average (IEA)
SUP-03758,Tempus Group AG,Thailand,Chemicals,Tier 1,76.5,Medium,1459.2,Compliant,2024-11-06,Forced labor risk,16.37,Cat 1: Purchased Goods & Services,No,USEEIO v2.0
SUP-03759,Ember Enterprises SA,Egypt,Construction,Tier 1,74.5,Medium,104.8,Compliant,2023-04-07,"Living wage, Climate transition risk, Ethical sourcing",1.52,Cat 2: Capital Goods,Yes,EcoInvent v3.10
SUP-03760,Ravelin Packaging GmbH,United Kingdom,Transportation,Tier 1,52.5,High,3800.4,Action Plan,2024-04-15,"Data security, Ethical sourcing, Diversity gap, Forced labor risk",62.45,Cat 9: Downstream Transportation,No,Supplier-reported (CDP)
SUP-03761,Lumen Technologies Inc,Italy,Catering & Facilities,Tier 2,49.4,Medium,21.1,Compliant,2022-05-25,Ethical sourcing,1.83,Cat 6: Business Travel,No,EXIOBASE v3.8
SUP-03762,Polaris Enterprises Pvt Ltd,Australia,Mining,Tier 3,62.6,Medium,3102.6,Re-audit Required,2024-01-12,"Child labor risk, Climate transition risk, Ethical sourcing",20.79,Cat 1: Purchased Goods & Services,No,Internal Engineering Estimate
SUP-03763,Quasar Systems Co,Australia,IT Services,Tier 1,69.7,Medium,153.2,Compliant,2021-12-04,"Biodiversity impact, Living wage, Energy intensity",30.21,Cat 15: Investments,No,EcoInvent v3.10
SUP-03764,Zenith Industries LLP,Australia,Industrial Equipment,Tier 1,75.6,Low,89.5,Compliant,2021-04-15,,4.64,Cat 1: Purchased Goods & Services,No,Supplier-reported (CDP)
SUP-03765,Vector Systems Ltd,Japan,Energy Services,Tier 2,49.5,Critical,2861.5,Overdue,2023-01-15,"Tax transparency, Effluent management, Ethical sourcing, Worker safety",28.05,Cat 3: Fuel & Energy Related,No,GLEC Framework v3.0
SUP-03766,Gemini Enterprises AG,Vietnam,Electronics,Tier 3,43.1,High,184.0,Pending,2021-06-15,"Climate transition risk, Labor practices",10.5,Cat 1: Purchased Goods & Services,No,Internal Engineering Estimate
SUP-03767,Beacon Solutions SA,South Africa,Packaging,Tier 1,56.8,Medium,1491.8,Compliant,2024-07-17,"Biodiversity impact, Diversity gap",38.01,Cat 1: Purchased Goods & Services,No,GLEC Framework v3.0
SUP-03768,Fortis Technologies AG,Japan,Mining,Tier 1,57.6,High,621.2,Overdue,2022-09-06,"Biodiversity impact, Worker safety, Living wage",3.85,Cat 1: Purchased Goods & Services,No,Supplier-reported (CDP)
SUP-03769,Solstice Solutions Pvt Ltd,UAE,Agriculture,Tier 2,68.3,Medium,1386.6,Action Plan,2024-06-20,"Labor practices, Living wage",13.35,Cat 1: Purchased Goods & Services,No,EcoInvent v3.10
SUP-03770,Lumen Solutions Inc,United Kingdom,Logistics,Tier 2,61.7,Medium,835.7,Action Plan,2022-12-20,"Conflict minerals, Living wage, Worker safety",15.14,Cat 9: Downstream Transportation,No,Internal Engineering Estimate
SUP-03771,Umbra Engineering Ltd,Thailand,Electronics,Tier 1,80.9,Low,343.3,Compliant,2021-09-28,Labor practices,15.45,Cat 1: Purchased Goods & Services,No,GLEC Framework v3.0
SUP-03772,Granite Works Co,South Africa,Packaging,Tier 1,55.3,High,1806.3,Overdue,2024-03-09,"Energy intensity, Effluent management, Climate transition risk",35.83,Cat 1: Purchased Goods & Services,No,DEFRA UK 2024
SUP-03773,Delta Materials Co,United Kingdom,Electronics,Tier 3,30.4,Critical,92.6,Re-audit Required,2024-11-21,"Bribery & corruption, Climate transition risk, Tax transparency, Diversity gap",3.53,Cat 1: Purchased Goods & Services,No,USEEIO v2.0
SUP-03774,Polaris Holdings Corp,Malaysia,Engineering Services,Tier 1,63.1,High,70.2,Pending,2023-03-16,"Bribery & corruption, Air emissions",7.56,Cat 2: Capital Goods,No,EcoInvent v3.10
SUP-03775,Falcon Works SA,France,Transportation,Tier 2,50.6,Medium,1409.0,Pending,2021-07-26,"Waste disposal, Climate transition risk",18.06,Cat 9: Downstream Transportation,No,Internal Engineering Estimate
SUP-03776,Orion Industries Inc,Vietnam,Mining,Tier 1,44.3,Medium,2093.1,Compliant,2021-12-22,"Waste disposal, Air emissions, Tax transparency",13.14,Cat 1: Purchased Goods & Services,No,EcoInvent v3.10
SUP-03777,Wolfram Services Co,Bangladesh,Engineering Services,Tier 2,48.2,Medium,5.8,Compliant,2023-10-11,"Tax transparency, Forced labor risk",1.03,Cat 2: Capital Goods,No,Industry Average (IEA)
SUP-03778,Delta Polymers GmbH,Egypt,Plastics & Polymers,Tier 1,61.4,Low,236.0,Compliant,2023-10-03,,2.57,Cat 1: Purchased Goods & Services,No,EPA Emission Factors Hub 2024
SUP-03779,Borealis Trading SA,Mexico,Catering & Facilities,Tier 1,62.1,Critical,233.3,Overdue,2023-08-03,"Diversity gap, Conflict minerals, Tax transparency, Child labor risk, Labor practices",12.8,Cat 6: Business Travel,No,EcoInvent v3.10
SUP-03780,Nimbus Manufacturing Ltd,United Kingdom,Construction,Tier 1,79.0,Medium,282.0,Action Plan,2023-06-21,"Climate transition risk, Forced labor risk",3.85,Cat 2: Capital Goods,No,Supplier-reported (EcoVadis)
SUP-03781,Indus Polymers Ltd,South Korea,Plastics & Polymers,Tier 2,76.0,Low,1000.5,Compliant,2023-03-06,,12.69,Cat 11: Use of Sold Products,No,USEEIO v2.0
SUP-03782,Xenon Enterprises Ltd,South Korea,Industrial Equipment,Tier 1,61.1,Medium,650.2,Action Plan,2021-04-05,"Diversity gap, Tax transparency, Labor practices",33.56,Cat 2: Capital Goods,No,EPA Emission Factors Hub 2024
SUP-03783,Eclipse Industries Inc,Egypt,Transportation,Tier 1,86.9,Low,844.2,Compliant,2024-11-09,,14.93,Cat 4: Upstream Transportation,No,EPA Emission Factors Hub 2024
SUP-03784,Astra Chemicals Ltd,UAE,Industrial Equipment,Tier 1,64.4,High,818.5,Pending,2022-11-27,"Forced labor risk, Waste disposal, Bribery & corruption, Air emissions",32.35,Cat 1: Purchased Goods & Services,No,DEFRA UK 2024
SUP-03785,Beacon Packaging GmbH,Egypt,Agriculture,Tier 2,55.5,Medium,7764.5,Compliant,2023-09-21,"Worker safety, Forced labor risk, Conflict minerals",84.67,Cat 1: Purchased Goods & Services,No,Industry Average (IEA)
SUP-03786,Ember Group SA,Malaysia,Construction,Tier 1,92.1,Low,285.2,Compliant,2021-09-25,,4.44,Cat 2: Capital Goods,No,EcoInvent v3.10
SUP-03787,Polaris Solutions GmbH,India,Packaging,Tier 1,68.6,Medium,724.8,Re-audit Required,2022-02-02,Living wage,19.93,Cat 1: Purchased Goods & Services,No,Industry Average (IEA)
SUP-03788,Ember Chemicals Ltd,Saudi Arabia,Packaging,Tier 2,56.1,Critical,295.2,Re-audit Required,2021-07-15,"Labor practices, Effluent management, Biodiversity impact",5.68,Cat 1: Purchased Goods & Services,No,GLEC Framework v3.0
SUP-03789,Hyperion Solutions Inc,Italy,Agriculture,Tier 1,72.9,Medium,555.2,Compliant,2024-06-01,"Effluent management, Worker safety, Water stress",5.17,Cat 1: Purchased Goods & Services,No,DEFRA UK 2024
