control_id,process,esg_metric_linked,control_owner,test_date,deficiency_flag,remediation_status,sox_section,control_type,frequency,tester,evidence_doc_id,control_objective,business_unit,grc_tool
ICFR-ESG-01972,Materiality Assessment Refresh,S06,ESG Reporting,2023-09-12,None,Not Applicable,404,Preventive,Quarterly,Independent — PwC,AUD-FY23-Q2-001972,Ensure timely and accurate climate disclosure filing,PJT-COM,AuditBoard
ICFR-ESG-01973,Materiality Assessment Refresh,G06,ESG Reporting,2023-12-11,Deficiency,In Progress,404,Preventive,Quarterly,Independent — PwC,AUD-FY23-Q3-001973,Ensure proper classification in financial statements,HQ,ServiceNow GRC
ICFR-ESG-01974,Materiality Assessment Refresh,E01,ESG Reporting,2024-03-09,Material,Open,404,Preventive,Quarterly,Internal Audit (co-source — KPMG),AUD-FY23-Q4-001974,Ensure completeness of recorded transactions in the period,LOG-TUT,Workiva
ICFR-ESG-01975,Materiality Assessment Refresh,G24,ESG Reporting,2024-06-19,Deficiency,Tested — Passed,404,Preventive,Quarterly,Independent — Deloitte,AUD-FY24-Q1-001975,Ensure accuracy of recorded amounts and disclosures,RSK-DAT,Workiva
ICFR-ESG-01976,Materiality Assessment Refresh,S06,ESG Reporting,2024-09-12,Deficiency,In Progress,404,Preventive,Quarterly,Self-test (Process Owner),AUD-FY24-Q2-001976,Ensure proper cut-off of period-end transactions,REF-HZR,ServiceNow GRC
ICFR-ESG-01977,Materiality Assessment Refresh,E10,ESG Reporting,2024-12-27,Material,In Progress,404,Preventive,Quarterly,Internal Audit (co-source — KPMG),AUD-FY24-Q3-001977,Ensure proper classification in financial statements,BIZ-FUE,ServiceNow GRC
ICFR-ESG-01978,Materiality Assessment Refresh,S06,ESG Reporting,2025-03-10,Significant,In Progress,404,Preventive,Quarterly,Internal Audit (in-house),AUD-FY24-Q4-001978,Ensure rights & obligations are properly recognised,PCH-VDR,MetricStream
ICFR-ESG-01979,Materiality Assessment Refresh,S14,ESG Reporting,2025-06-27,None,Not Applicable,404,Preventive,Quarterly,Internal Audit (co-source — EY),AUD-FY25-Q1-001979,Ensure ESG metric calculation conforms to GHG Protocol,FNC-HRM,MetricStream
ICFR-ESG-01980,Materiality Assessment Refresh,G19,ESG Reporting,2025-09-26,None,Not Applicable,404,Preventive,Quarterly,Independent — Deloitte,AUD-FY25-Q2-001980,Ensure accuracy of recorded amounts and disclosures,FNC-CSR,ServiceNow GRC
ICFR-ESG-01981,Materiality Assessment Refresh,S14,EHS,2021-06-26,None,Not Applicable,404,Preventive,Weekly,Internal Audit (co-source — KPMG),AUD-FY21-Q1-001981,Ensure ESG data lineage and source traceability,RSK-REP,MetricStream
ICFR-ESG-01982,Materiality Assessment Refresh,G19,EHS,2021-09-06,None,Not Applicable,404,Preventive,Weekly,Internal Audit (co-source — KPMG),AUD-FY21-Q2-001982,Ensure proper cut-off of period-end transactions,HQ,OneTrust
ICFR-ESG-01983,Materiality Assessment Refresh,E01,EHS,2021-12-12,None,Not Applicable,404,Preventive,Weekly,Independent — Deloitte,AUD-FY21-Q3-001983,Ensure proper cut-off of period-end transactions,PCH-PDP,AuditBoard
ICFR-ESG-01984,Materiality Assessment Refresh,G08,EHS,2022-03-08,None,Not Applicable,404,Preventive,Weekly,Internal Audit (co-source — EY),AUD-FY21-Q4-001984,Ensure ESG data lineage and source traceability,RSK-WTR,OneTrust
ICFR-ESG-01985,Materiality Assessment Refresh,E14,EHS,2022-06-16,None,Not Applicable,404,Preventive,Weekly,Independent — PwC,AUD-FY22-Q1-001985,Ensure rights & obligations are properly recognised,RSK-WTR,OneTrust
ICFR-ESG-01986,Materiality Assessment Refresh,G19,EHS,2022-09-21,None,Not Applicable,404,Preventive,Weekly,Internal Audit (co-source — EY),AUD-FY22-Q2-001986,Ensure ESG data lineage and source traceability,BIZ-AGR,MetricStream
ICFR-ESG-01987,Materiality Assessment Refresh,E14,EHS,2022-12-27,None,Not Applicable,404,Preventive,Weekly,Self-test (Process Owner),AUD-FY22-Q3-001987,Ensure timely and accurate climate disclosure filing,RND-HYD,Workiva
ICFR-ESG-01988,Materiality Assessment Refresh,S06,EHS,2023-03-28,None,Not Applicable,404,Preventive,Weekly,Independent — PwC,AUD-FY22-Q4-001988,Ensure proper cut-off of period-end transactions,PCH-PDP,MetricStream
ICFR-ESG-01989,Materiality Assessment Refresh,E01,EHS,2023-06-05,None,Not Applicable,404,Preventive,Weekly,Internal Audit (co-source — KPMG),AUD-FY23-Q1-001989,Ensure ESG metric calculation conforms to GHG Protocol,FW-GRI,AuditBoard
ICFR-ESG-01990,Materiality Assessment Refresh,G19,EHS,2023-09-13,Material,Open,404,Preventive,Weekly,Independent — Deloitte,AUD-FY23-Q2-001990,Ensure proper authorisation of journal entries and adjustments,MKT-PSU,MetricStream
ICFR-ESG-01991,Materiality Assessment Refresh,E14,EHS,2023-12-20,Deficiency,Open,404,Preventive,Weekly,Self-test (Process Owner),AUD-FY23-Q3-001991,Ensure proper authorisation of journal entries and adjustments,MKT-DTC,ServiceNow GRC
ICFR-ESG-01992,Materiality Assessment Refresh,S06,EHS,2024-03-18,None,Not Applicable,404,Preventive,Weekly,Independent — PwC,AUD-FY23-Q4-001992,Ensure existence of underlying assets and obligations,DST-KOL,Workiva
ICFR-ESG-01993,Materiality Assessment Refresh,G08,EHS,2024-06-23,None,Not Applicable,404,Preventive,Weekly,Internal Audit (co-source — KPMG),AUD-FY24-Q1-001993,Ensure completeness of recorded transactions in the period,BIZ-SPC,OneTrust
ICFR-ESG-01994,Materiality Assessment Refresh,G19,EHS,2024-09-05,Deficiency,Open,404,Preventive,Weekly,Internal Audit (co-source — KPMG),AUD-FY24-Q2-001994,Ensure existence of underlying assets and obligations,OFC-AMD,AuditBoard
ICFR-ESG-01995,Materiality Assessment Refresh,E01,EHS,2024-12-20,None,Not Applicable,404,Preventive,Weekly,Independent — PwC,AUD-FY24-Q3-001995,Ensure completeness of recorded transactions in the period,PCH-PDP,AuditBoard
ICFR-ESG-01996,Materiality Assessment Refresh,G19,EHS,2025-03-15,None,Not Applicable,404,Preventive,Weekly,Independent — PwC,AUD-FY24-Q4-001996,Ensure ESG metric calculation conforms to GHG Protocol,PJT-COM,OneTrust
ICFR-ESG-01997,Materiality Assessment Refresh,S14,EHS,2025-06-24,Deficiency,Closed,404,Preventive,Weekly,Self-test (Process Owner),AUD-FY25-Q1-001997,Ensure accuracy of recorded amounts and disclosures,REG-STH,ServiceNow GRC
ICFR-ESG-01998,Materiality Assessment Refresh,G08,EHS,2025-09-10,None,Not Applicable,404,Preventive,Weekly,Self-test (Process Owner),AUD-FY25-Q2-001998,Ensure timely and accurate climate disclosure filing,FW-SASB,Workiva
ICFR-ESG-01999,Materiality Assessment Refresh,G06,Legal & Compliance,2021-06-11,Material,Re-test Required,404,Corrective,Annual,Internal Audit (co-source — EY),AUD-FY21-Q1-001999,Ensure ESG metric calculation conforms to GHG Protocol,PJT-DEI,OneTrust
ICFR-ESG-02000,Materiality Assessment Refresh,G06,Legal & Compliance,2021-09-15,Deficiency,Open,404,Corrective,Annual,Independent — Deloitte,AUD-FY21-Q2-002000,Ensure rights & obligations are properly recognised,RND-PUN,ServiceNow GRC
ICFR-ESG-02001,Materiality Assessment Refresh,G08,Legal & Compliance,2021-12-24,None,Not Applicable,404,Corrective,Annual,Internal Audit (co-source — EY),AUD-FY21-Q3-002001,Ensure timely and accurate climate disclosure filing,PCH-HLD,ServiceNow GRC
ICFR-ESG-02002,Materiality Assessment Refresh,E14,Legal & Compliance,2022-03-11,None,Not Applicable,404,Corrective,Annual,Internal Audit (co-source — KPMG),AUD-FY21-Q4-002002,Ensure existence of underlying assets and obligations,RSK-DAT,Workiva
ICFR-ESG-02003,Materiality Assessment Refresh,E01,Legal & Compliance,2022-06-10,Deficiency,In Progress,404,Corrective,Annual,Independent — Deloitte,AUD-FY22-Q1-002003,Ensure accuracy of recorded amounts and disclosures,RND-PUN,OneTrust
ICFR-ESG-02004,Materiality Assessment Refresh,E14,Legal & Compliance,2022-09-19,None,Not Applicable,404,Corrective,Annual,Internal Audit (co-source — KPMG),AUD-FY22-Q2-002004,Ensure existence of underlying assets and obligations,PJT-BIO,AuditBoard
ICFR-ESG-02005,Materiality Assessment Refresh,S14,Legal & Compliance,2022-12-09,None,Not Applicable,404,Corrective,Annual,Internal Audit (co-source — EY),AUD-FY22-Q3-002005,Ensure existence of underlying assets and obligations,OFC-JPR,Workiva
ICFR-ESG-02006,Materiality Assessment Refresh,S06,Legal & Compliance,2023-03-21,Material,Re-test Required,404,Corrective,Annual,Independent — PwC,AUD-FY22-Q4-002006,Ensure proper cut-off of period-end transactions,OFC-DLH,AuditBoard
ICFR-ESG-02007,Materiality Assessment Refresh,S06,Legal & Compliance,2023-06-08,Significant,In Progress,404,Corrective,Annual,Internal Audit (co-source — KPMG),AUD-FY23-Q1-002007,Ensure ESG data lineage and source traceability,REG-WST,Workiva
ICFR-ESG-02008,Materiality Assessment Refresh,G24,Legal & Compliance,2023-09-24,Deficiency,Closed,404,Corrective,Annual,Internal Audit (in-house),AUD-FY23-Q2-002008,Ensure proper classification in financial statements,FW-SASB,OneTrust
ICFR-ESG-02009,Materiality Assessment Refresh,E10,Legal & Compliance,2023-12-09,Deficiency,Closed,404,Corrective,Annual,Internal Audit (co-source — KPMG),AUD-FY23-Q3-002009,Ensure accuracy of recorded amounts and disclosures,FNC-LGL,ServiceNow GRC
ICFR-ESG-02010,Materiality Assessment Refresh,G08,Legal & Compliance,2024-03-28,Deficiency,Open,404,Corrective,Annual,Internal Audit (co-source — KPMG),AUD-FY23-Q4-002010,Ensure ESG data lineage and source traceability,FW-CDP,Workiva
ICFR-ESG-02011,Materiality Assessment Refresh,G06,Legal & Compliance,2024-06-24,Material,Open,404,Corrective,Annual,Independent — Deloitte,AUD-FY24-Q1-002011,Ensure rights & obligations are properly recognised,MKT-PSU,Workiva
ICFR-ESG-02012,Materiality Assessment Refresh,G24,Legal & Compliance,2024-09-21,Deficiency,In Progress,404,Corrective,Annual,Internal Audit (co-source — KPMG),AUD-FY24-Q2-002012,Ensure completeness of recorded transactions in the period,REG-WST,AuditBoard
ICFR-ESG-02013,Materiality Assessment Refresh,S14,Legal & Compliance,2024-12-13,Deficiency,In Progress,404,Corrective,Annual,Internal Audit (co-source — KPMG),AUD-FY24-Q3-002013,Ensure proper classification in financial statements,PCH-JMG,Workiva
ICFR-ESG-02014,Materiality Assessment Refresh,E01,Legal & Compliance,2025-03-10,None,Not Applicable,404,Corrective,Annual,Independent — PwC,AUD-FY24-Q4-002014,Ensure ESG metric calculation conforms to GHG Protocol,RSK-PHY,AuditBoard
ICFR-ESG-02015,Materiality Assessment Refresh,S14,Legal & Compliance,2025-06-21,Significant,Tested — Failed,404,Corrective,Annual,Internal Audit (in-house),AUD-FY25-Q1-002015,Ensure ESG metric calculation conforms to GHG Protocol,PJT-COC,Workiva
ICFR-ESG-02016,Materiality Assessment Refresh,S14,Legal & Compliance,2025-09-09,Material,Re-test Required,404,Corrective,Annual,Internal Audit (in-house),AUD-FY25-Q2-002016,Ensure completeness of recorded transactions in the period,OFC-CMB,AuditBoard
ICFR-ESG-02017,Materiality Assessment Refresh,G19,Controller's Office,2021-06-09,Deficiency,Open,404,Preventive,Quarterly,Independent — PwC,AUD-FY21-Q1-002017,Ensure proper authorisation of journal entries and adjustments,FNC-COM,OneTrust
ICFR-ESG-02018,Materiality Assessment Refresh,E10,Controller's Office,2021-09-08,Deficiency,Tested — Passed,404,Preventive,Quarterly,Self-test (Process Owner),AUD-FY21-Q2-002018,Ensure proper classification in financial statements,OFC-BBS,OneTrust
ICFR-ESG-02019,Materiality Assessment Refresh,G24,Controller's Office,2021-12-23,None,Not Applicable,404,Preventive,Quarterly,Internal Audit (co-source — KPMG),AUD-FY21-Q3-002019,Ensure existence of underlying assets and obligations,FW-GRI,AuditBoard
ICFR-ESG-02020,Materiality Assessment Refresh,G19,Controller's Office,2022-03-15,None,Not Applicable,404,Preventive,Quarterly,Internal Audit (co-source — KPMG),AUD-FY21-Q4-002020,Ensure existence of underlying assets and obligations,OFC-JPR,MetricStream
ICFR-ESG-02021,Materiality Assessment Refresh,S06,Controller's Office,2022-06-21,Deficiency,In Progress,404,Preventive,Quarterly,Independent — Deloitte,AUD-FY22-Q1-002021,Ensure accuracy of recorded amounts and disclosures,PJT-BIO,AuditBoard
ICFR-ESG-02022,Materiality Assessment Refresh,E14,Controller's Office,2022-09-12,Significant,In Progress,404,Preventive,Quarterly,Self-test (Process Owner),AUD-FY22-Q2-002022,Ensure timely and accurate climate disclosure filing,MKT-SMB,OneTrust
ICFR-ESG-02023,Materiality Assessment Refresh,G08,Controller's Office,2022-12-27,None,Not Applicable,404,Preventive,Quarterly,Independent — Deloitte,AUD-FY22-Q3-002023,Ensure proper classification in financial statements,PJT-NETZ,ServiceNow GRC
ICFR-ESG-02024,Materiality Assessment Refresh,G08,Controller's Office,2023-03-10,None,Not Applicable,404,Preventive,Quarterly,Internal Audit (co-source — KPMG),AUD-FY22-Q4-002024,Ensure proper cut-off of period-end transactions,PJT-EVS,OneTrust
ICFR-ESG-02025,Materiality Assessment Refresh,G24,Controller's Office,2023-06-10,Deficiency,Open,404,Preventive,Quarterly,Independent — Deloitte,AUD-FY23-Q1-002025,Ensure ESG metric calculation conforms to GHG Protocol,FNC-HRM,MetricStream
ICFR-ESG-02026,Materiality Assessment Refresh,E10,Controller's Office,2023-09-11,None,Not Applicable,404,Preventive,Quarterly,Independent — PwC,AUD-FY23-Q2-002026,Ensure proper classification in financial statements,PJT-NETZ,Workiva
ICFR-ESG-02027,Materiality Assessment Refresh,E01,Controller's Office,2023-12-28,Deficiency,Open,404,Preventive,Quarterly,Independent — Deloitte,AUD-FY23-Q3-002027,Ensure existence of underlying assets and obligations,PJT-DEI,AuditBoard
ICFR-ESG-02028,Materiality Assessment Refresh,E01,Controller's Office,2024-03-13,Deficiency,Tested — Passed,404,Preventive,Quarterly,Independent — PwC,AUD-FY23-Q4-002028,Ensure proper classification in financial statements,FW-TCFD,Workiva
ICFR-ESG-02029,Materiality Assessment Refresh,S06,Controller's Office,2024-06-16,None,Not Applicable,404,Preventive,Quarterly,Internal Audit (in-house),AUD-FY24-Q1-002029,Ensure existence of underlying assets and obligations,BIZ-PCK,AuditBoard
ICFR-ESG-02030,Materiality Assessment Refresh,G24,Controller's Office,2024-09-07,Deficiency,Tested — Passed,404,Preventive,Quarterly,Independent — Deloitte,AUD-FY24-Q2-002030,Ensure rights & obligations are properly recognised,DST-HYD,OneTrust
ICFR-ESG-02031,Materiality Assessment Refresh,G24,Controller's Office,2024-12-12,None,Not Applicable,404,Preventive,Quarterly,Self-test (Process Owner),AUD-FY24-Q3-002031,Ensure rights & obligations are properly recognised,REG-AMR,OneTrust
ICFR-ESG-02032,Materiality Assessment Refresh,G08,Controller's Office,2025-03-12,None,Not Applicable,404,Preventive,Quarterly,Independent — Deloitte,AUD-FY24-Q4-002032,Ensure accuracy of recorded amounts and disclosures,MKT-EXP,MetricStream
ICFR-ESG-02033,Materiality Assessment Refresh,E10,Controller's Office,2025-06-14,Significant,Re-test Required,404,Preventive,Quarterly,Independent — PwC,AUD-FY25-Q1-002033,Ensure existence of underlying assets and obligations,PJT-CCS,AuditBoard
ICFR-ESG-02034,Materiality Assessment Refresh,G08,Controller's Office,2025-09-23,None,Not Applicable,404,Preventive,Quarterly,Independent — PwC,AUD-FY25-Q2-002034,Ensure proper cut-off of period-end transactions,FNC-COR,MetricStream
ICFR-ESG-02035,Materiality Assessment Refresh,E14,Investor Relations,2021-06-06,None,Not Applicable,404,Detective,Daily,Internal Audit (in-house),AUD-FY21-Q1-002035,Ensure completeness of recorded transactions in the period,LOG-MNG,OneTrust
ICFR-ESG-02036,Materiality Assessment Refresh,E14,Investor Relations,2021-09-12,Deficiency,Closed,404,Detective,Daily,Independent — PwC,AUD-FY21-Q2-002036,Ensure ESG data lineage and source traceability,REG-WST,ServiceNow GRC
ICFR-ESG-02037,Materiality Assessment Refresh,G19,Investor Relations,2021-12-13,None,Not Applicable,404,Detective,Daily,Independent — Deloitte,AUD-FY21-Q3-002037,Ensure proper cut-off of period-end transactions,MKT-OEM,ServiceNow GRC
ICFR-ESG-02038,Materiality Assessment Refresh,S14,Investor Relations,2022-03-25,Material,Re-test Required,404,Detective,Daily,Internal Audit (in-house),AUD-FY21-Q4-002038,Ensure timely and accurate climate disclosure filing,RSK-DAT,OneTrust
ICFR-ESG-02039,Materiality Assessment Refresh,E14,Investor Relations,2022-06-19,None,Not Applicable,404,Detective,Daily,Independent — Deloitte,AUD-FY22-Q1-002039,Ensure proper authorisation of journal entries and adjustments,LOG-TUT,OneTrust
ICFR-ESG-02040,Materiality Assessment Refresh,E10,Investor Relations,2022-09-13,Material,Open,404,Detective,Daily,Internal Audit (in-house),AUD-FY22-Q2-002040,Ensure accuracy of recorded amounts and disclosures,RSK-DAT,MetricStream
ICFR-ESG-02041,Materiality Assessment Refresh,G08,Investor Relations,2022-12-14,Significant,Closed,404,Detective,Daily,Internal Audit (co-source — KPMG),AUD-FY22-Q3-002041,Ensure proper cut-off of period-end transactions,RSK-REG,MetricStream
ICFR-ESG-02042,Materiality Assessment Refresh,S14,Investor Relations,2023-03-16,None,Not Applicable,404,Detective,Daily,Independent — Deloitte,AUD-FY22-Q4-002042,Ensure rights & obligations are properly recognised,PJT-WHB,MetricStream
ICFR-ESG-02043,Materiality Assessment Refresh,E10,Investor Relations,2023-06-27,None,Not Applicable,404,Detective,Daily,Independent — PwC,AUD-FY23-Q1-002043,Ensure proper authorisation of journal entries and adjustments,RSK-REG,MetricStream
ICFR-ESG-02044,Materiality Assessment Refresh,G08,Investor Relations,2023-09-21,Material,In Progress,404,Detective,Daily,Internal Audit (co-source — KPMG),AUD-FY23-Q2-002044,Ensure ESG data lineage and source traceability,OFC-CMB,ServiceNow GRC
ICFR-ESG-02045,Materiality Assessment Refresh,E01,Investor Relations,2023-12-09,Deficiency,Open,404,Detective,Daily,Internal Audit (co-source — KPMG),AUD-FY23-Q3-002045,Ensure proper classification in financial statements,HQ,ServiceNow GRC
ICFR-ESG-02046,Materiality Assessment Refresh,E14,Investor Relations,2024-03-24,Deficiency,In Progress,404,Detective,Daily,Independent — Deloitte,AUD-FY23-Q4-002046,Ensure proper classification in financial statements,PJT-AUD,AuditBoard
ICFR-ESG-02047,Materiality Assessment Refresh,E01,Investor Relations,2024-06-05,None,Not Applicable,404,Detective,Daily,Independent — Deloitte,AUD-FY24-Q1-002047,Ensure proper classification in financial statements,FW-TCFD,AuditBoard
ICFR-ESG-02048,Materiality Assessment Refresh,E01,Investor Relations,2024-09-08,Deficiency,Closed,404,Detective,Daily,Internal Audit (co-source — KPMG),AUD-FY24-Q2-002048,Ensure rights & obligations are properly recognised,PJT-DIG,ServiceNow GRC
ICFR-ESG-02049,Materiality Assessment Refresh,E10,Investor Relations,2024-12-12,Significant,Re-test Required,404,Detective,Daily,Internal Audit (co-source — EY),AUD-FY24-Q3-002049,Ensure rights & obligations are properly recognised,FW-SBTI,OneTrust
ICFR-ESG-02050,Materiality Assessment Refresh,G06,Investor Relations,2025-03-14,None,Not Applicable,404,Detective,Daily,Independent — Deloitte,AUD-FY24-Q4-002050,Ensure accuracy of recorded amounts and disclosures,FW-CDP,ServiceNow GRC
ICFR-ESG-02051,Materiality Assessment Refresh,E01,Investor Relations,2025-06-10,None,Not Applicable,404,Detective,Daily,Internal Audit (in-house),AUD-FY25-Q1-002051,Ensure timely and accurate climate disclosure filing,FW-CSRD,AuditBoard
ICFR-ESG-02052,Materiality Assessment Refresh,E01,Investor Relations,2025-09-23,None,Not Applicable,404,Detective,Daily,Internal Audit (in-house),AUD-FY25-Q2-002052,Ensure ESG metric calculation conforms to GHG Protocol,FNC-IT,OneTrust
ICFR-ESG-02053,Materiality Assessment Refresh,G19,Sustainability — Climate,2021-06-11,None,Not Applicable,404,Corrective,Monthly,Internal Audit (co-source — EY),AUD-FY21-Q1-002053,Ensure timely and accurate climate disclosure filing,REF-HZR,ServiceNow GRC
ICFR-ESG-02054,Materiality Assessment Refresh,S14,Sustainability — Climate,2021-09-18,None,Not Applicable,404,Corrective,Monthly,Self-test (Process Owner),AUD-FY21-Q2-002054,Ensure ESG metric calculation conforms to GHG Protocol,OFC-JPR,Workiva
ICFR-ESG-02055,Materiality Assessment Refresh,G08,Sustainability — Climate,2021-12-28,Deficiency,Open,404,Corrective,Monthly,Independent — PwC,AUD-FY21-Q3-002055,Ensure proper authorisation of journal entries and adjustments,RSK-WTR,MetricStream
ICFR-ESG-02056,Materiality Assessment Refresh,G24,Sustainability — Climate,2022-03-21,Material,Re-test Required,404,Corrective,Monthly,Independent — PwC,AUD-FY21-Q4-002056,Ensure rights & obligations are properly recognised,REG-INT,MetricStream
ICFR-ESG-02057,Materiality Assessment Refresh,E01,Sustainability — Climate,2022-06-16,None,Not Applicable,404,Corrective,Monthly,Internal Audit (in-house),AUD-FY22-Q1-002057,Ensure ESG metric calculation conforms to GHG Protocol,REG-EUR,Workiva
ICFR-ESG-02058,Materiality Assessment Refresh,S06,Sustainability — Climate,2022-09-17,None,Not Applicable,404,Corrective,Monthly,Self-test (Process Owner),AUD-FY22-Q2-002058,Ensure proper cut-off of period-end transactions,OFC-JPR,ServiceNow GRC
ICFR-ESG-02059,Materiality Assessment Refresh,G24,Sustainability — Climate,2022-12-06,None,Not Applicable,404,Corrective,Monthly,Self-test (Process Owner),AUD-FY22-Q3-002059,Ensure proper authorisation of journal entries and adjustments,RSK-REG,MetricStream
ICFR-ESG-02060,Materiality Assessment Refresh,E01,Sustainability — Climate,2023-03-10,None,Not Applicable,404,Corrective,Monthly,Independent — Deloitte,AUD-FY22-Q4-002060,Ensure accuracy of recorded amounts and disclosures,FW-IFRS,Workiva
ICFR-ESG-02061,Materiality Assessment Refresh,G08,Sustainability — Climate,2023-06-23,None,Not Applicable,404,Corrective,Monthly,Internal Audit (in-house),AUD-FY23-Q1-002061,Ensure proper authorisation of journal entries and adjustments,MKT-PSU,ServiceNow GRC
ICFR-ESG-02062,Materiality Assessment Refresh,G19,Sustainability — Climate,2023-09-08,None,Not Applicable,404,Corrective,Monthly,Internal Audit (in-house),AUD-FY23-Q2-002062,Ensure proper authorisation of journal entries and adjustments,PJT-LIV,AuditBoard
ICFR-ESG-02063,Materiality Assessment Refresh,G08,Sustainability — Climate,2023-12-20,Deficiency,Closed,404,Corrective,Monthly,Internal Audit (co-source — EY),AUD-FY23-Q3-002063,Ensure timely and accurate climate disclosure filing,FW-GRI,Workiva
ICFR-ESG-02064,Materiality Assessment Refresh,G19,Sustainability — Climate,2024-03-13,Material,In Progress,404,Corrective,Monthly,Internal Audit (co-source — KPMG),AUD-FY23-Q4-002064,Ensure rights & obligations are properly recognised,RND-HYD,MetricStream
ICFR-ESG-02065,Materiality Assessment Refresh,G19,Sustainability — Climate,2024-06-16,None,Not Applicable,404,Corrective,Monthly,Internal Audit (co-source — KPMG),AUD-FY24-Q1-002065,Ensure completeness of recorded transactions in the period,OFC-CHN,MetricStream
ICFR-ESG-02066,Materiality Assessment Refresh,G06,Sustainability — Climate,2024-09-26,None,Not Applicable,404,Corrective,Monthly,Internal Audit (co-source — EY),AUD-FY24-Q2-002066,Ensure proper authorisation of journal entries and adjustments,FW-CDPW,AuditBoard
ICFR-ESG-02067,Materiality Assessment Refresh,S14,Sustainability — Climate,2024-12-23,None,Not Applicable,404,Corrective,Monthly,Internal Audit (co-source — EY),AUD-FY24-Q3-002067,Ensure existence of underlying assets and obligations,LOG-VSP,MetricStream
ICFR-ESG-02068,Materiality Assessment Refresh,G06,Sustainability — Climate,2025-03-28,None,Not Applicable,404,Corrective,Monthly,Independent — PwC,AUD-FY24-Q4-002068,Ensure accuracy of recorded amounts and disclosures,PCH-VDR,MetricStream
ICFR-ESG-02069,Materiality Assessment Refresh,G06,Sustainability — Climate,2025-06-10,None,Not Applicable,404,Corrective,Monthly,Internal Audit (co-source — EY),AUD-FY25-Q1-002069,Ensure rights & obligations are properly recognised,PJT-COC,Workiva
ICFR-ESG-02070,Materiality Assessment Refresh,S06,Sustainability — Climate,2025-09-28,None,Not Applicable,404,Corrective,Monthly,Internal Audit (in-house),AUD-FY25-Q2-002070,Ensure rights & obligations are properly recognised,PJT-EVS,OneTrust
ICFR-ESG-02071,Materiality Assessment Refresh,E10,Tax,2021-06-08,None,Not Applicable,404,Detective,Weekly,Independent — PwC,AUD-FY21-Q1-002071,Ensure proper cut-off of period-end transactions,OFC-CMB,MetricStream
ICFR-ESG-02072,Materiality Assessment Refresh,G06,Tax,2021-09-21,None,Not Applicable,404,Detective,Weekly,Internal Audit (co-source — EY),AUD-FY21-Q2-002072,Ensure accuracy of recorded amounts and disclosures,FNC-HRM,Workiva
ICFR-ESG-02073,Materiality Assessment Refresh,S06,Tax,2021-12-22,None,Not Applicable,404,Detective,Weekly,Independent — Deloitte,AUD-FY21-Q3-002073,Ensure proper classification in financial statements,BIZ-SPC,AuditBoard
ICFR-ESG-02074,Materiality Assessment Refresh,S14,Tax,2022-03-28,None,Not Applicable,404,Detective,Weekly,Internal Audit (in-house),AUD-FY21-Q4-002074,Ensure proper classification in financial statements,FW-CDP,MetricStream
ICFR-ESG-02075,Materiality Assessment Refresh,G19,Tax,2022-06-07,None,Not Applicable,404,Detective,Weekly,Self-test (Process Owner),AUD-FY22-Q1-002075,Ensure rights & obligations are properly recognised,BIZ-RNW,ServiceNow GRC
ICFR-ESG-02076,Materiality Assessment Refresh,S14,Tax,2022-09-24,Deficiency,In Progress,404,Detective,Weekly,Independent — PwC,AUD-FY22-Q2-002076,Ensure rights & obligations are properly recognised,FW-SASB,Workiva
ICFR-ESG-02077,Materiality Assessment Refresh,S06,Tax,2022-12-14,None,Not Applicable,404,Detective,Weekly,Independent — Deloitte,AUD-FY22-Q3-002077,Ensure proper classification in financial statements,FW-CDP,MetricStream
ICFR-ESG-02078,Materiality Assessment Refresh,E10,Tax,2023-03-28,None,Not Applicable,404,Detective,Weekly,Internal Audit (co-source — KPMG),AUD-FY22-Q4-002078,Ensure ESG metric calculation conforms to GHG Protocol,FW-TCFD,AuditBoard
ICFR-ESG-02079,Materiality Assessment Refresh,G06,Tax,2023-06-07,None,Not Applicable,404,Detective,Weekly,Independent — PwC,AUD-FY23-Q1-002079,Ensure completeness of recorded transactions in the period,RND-SRT,ServiceNow GRC
ICFR-ESG-02080,Materiality Assessment Refresh,E14,Tax,2023-09-05,Material,In Progress,404,Detective,Weekly,Internal Audit (co-source — KPMG),AUD-FY23-Q2-002080,Ensure proper authorisation of journal entries and adjustments,FNC-PRC,MetricStream
ICFR-ESG-02081,Materiality Assessment Refresh,E10,Tax,2023-12-06,None,Not Applicable,404,Detective,Weekly,Independent — PwC,AUD-FY23-Q3-002081,Ensure existence of underlying assets and obligations,BIZ-PLM,Workiva
ICFR-ESG-02082,Materiality Assessment Refresh,E01,Tax,2024-03-24,Significant,Re-test Required,404,Detective,Weekly,Internal Audit (in-house),AUD-FY23-Q4-002082,Ensure timely and accurate climate disclosure filing,FNC-LGL,AuditBoard
ICFR-ESG-02083,Materiality Assessment Refresh,E14,Tax,2024-06-19,None,Not Applicable,404,Detective,Weekly,Self-test (Process Owner),AUD-FY24-Q1-002083,Ensure ESG data lineage and source traceability,PCH-DHJ,OneTrust
ICFR-ESG-02084,Materiality Assessment Refresh,E10,Tax,2024-09-18,None,Not Applicable,404,Detective,Weekly,Independent — PwC,AUD-FY24-Q2-002084,Ensure timely and accurate climate disclosure filing,LOG-VSP,OneTrust
