year,quarter,energy_source,consumption_mwh,cost_inr_lakhs,location,renewable,facility_type,tariff_inr_per_kwh,contract_id,supplier,peak_demand_kw,load_factor_pct,meter_id
2021,Q1,Wind PPA,1046.198,45.18,Visakhapatnam Port,Yes,Logistics,4.4,REN-2021-2684,ReNew Power PPA-2031,735.0,56.0,MTR-366170
2021,Q1,Biomass,726.145,42.17,Visakhapatnam Port,Yes,Logistics,5.5,PEL-2021-7608,Pellet Plant — local,610.3,60.6,MTR-956247
2021,Q1,Green Hydrogen Pilot,395.835,74.1,Visakhapatnam Port,Yes,Logistics,18.0,L&T-2021-9209,L&T Hydrogen Pilot,324.4,75.8,MTR-854455
2021,Q1,Grid Electricity,4882.034,376.28,Mangalore Storage,No,Logistics,7.2,DIS-2021-3495,DISCOM HT-Cat-A,5035.0,60.4,MTR-713181
2021,Q1,Diesel Generators,463.742,45.93,Mangalore Storage,No,Logistics,9.5,ON--2021-3616,On-site fuel,529.5,60.1,MTR-709645
2021,Q1,Natural Gas,1722.715,101.47,Mangalore Storage,No,Logistics,5.8,GAI-2021-8942,GAIL APM,1122.8,75.8,MTR-193619
2021,Q1,Coal,511.524,21.35,Mangalore Storage,No,Logistics,4.2,COA-2021-7246,Coal India e-auction,602.0,57.8,MTR-777344
2021,Q1,Furnace Oil,362.746,21.31,Mangalore Storage,No,Logistics,6.1,IOC-2021-8400,IOCL bulk supply,266.4,58.9,MTR-636294
2021,Q1,Solar (rooftop+OPEN),1520.336,63.21,Mangalore Storage,Yes,Logistics,3.9,TAT-2021-3038,Tata Power Solar PPA,1633.5,65.0,MTR-592435
2021,Q1,Wind PPA,807.073,36.8,Mangalore Storage,Yes,Logistics,4.4,REN-2021-8028,ReNew Power PPA-2031,530.0,55.5,MTR-029074
2021,Q1,Biomass,536.405,29.31,Mangalore Storage,Yes,Logistics,5.5,PEL-2021-3952,Pellet Plant — local,406.5,71.7,MTR-438996
2021,Q1,Green Hydrogen Pilot,326.583,60.63,Mangalore Storage,Yes,Logistics,18.0,L&T-2021-6040,L&T Hydrogen Pilot,350.8,62.5,MTR-270594
2021,Q1,Grid Electricity,4234.115,307.0,Kochi Tankage,No,Logistics,7.2,DIS-2021-5456,DISCOM HT-Cat-A,2777.7,64.9,MTR-002449
2021,Q1,Diesel Generators,375.423,36.9,Kochi Tankage,No,Logistics,9.5,ON--2021-1655,On-site fuel,247.1,77.6,MTR-874606
2021,Q1,Natural Gas,1422.17,80.48,Kochi Tankage,No,Logistics,5.8,GAI-2021-8728,GAIL APM,1506.5,53.6,MTR-758463
2021,Q1,Coal,432.206,18.49,Kochi Tankage,No,Logistics,4.2,COA-2021-1921,Coal India e-auction,480.8,79.0,MTR-735418
2021,Q1,Furnace Oil,270.172,15.9,Kochi Tankage,No,Logistics,6.1,IOC-2021-8049,IOCL bulk supply,226.3,80.7,MTR-328245
2021,Q1,Solar (rooftop+OPEN),1370.754,52.39,Kochi Tankage,Yes,Logistics,3.9,TAT-2021-6129,Tata Power Solar PPA,1169.6,58.4,MTR-634361
2021,Q1,Wind PPA,734.804,32.07,Kochi Tankage,Yes,Logistics,4.4,REN-2021-1139,ReNew Power PPA-2031,684.0,82.9,MTR-071000
2021,Q1,Biomass,423.918,24.78,Kochi Tankage,Yes,Logistics,5.5,PEL-2021-5215,Pellet Plant — local,308.2,80.2,MTR-480922
2021,Q1,Green Hydrogen Pilot,225.348,41.73,Kochi Tankage,Yes,Logistics,18.0,L&T-2021-1409,L&T Hydrogen Pilot,250.4,84.5,MTR-836953
2021,Q1,Grid Electricity,4230.513,310.78,Nashik Logistics,No,Logistics,7.2,DIS-2021-7771,DISCOM HT-Cat-A,3452.9,62.5,MTR-558908
2021,Q1,Diesel Generators,308.141,31.55,Nashik Logistics,No,Logistics,9.5,ON--2021-8468,On-site fuel,310.9,67.8,MTR-765624
2021,Q1,Natural Gas,1379.495,76.59,Nashik Logistics,No,Logistics,5.8,GAI-2021-2043,GAIL APM,1443.0,82.6,MTR-922301
2021,Q1,Coal,358.863,15.52,Nashik Logistics,No,Logistics,4.2,COA-2021-8606,Coal India e-auction,243.5,72.4,MTR-416184
2021,Q1,Furnace Oil,264.189,16.45,Nashik Logistics,No,Logistics,6.1,IOC-2021-1364,IOCL bulk supply,312.5,48.4,MTR-647479
2021,Q1,Solar (rooftop+OPEN),1154.328,42.97,Nashik Logistics,Yes,Logistics,3.9,TAT-2021-3814,Tata Power Solar PPA,1350.6,61.6,MTR-953595
2021,Q1,Wind PPA,648.48,28.16,Nashik Logistics,Yes,Logistics,4.4,REN-2021-7824,ReNew Power PPA-2031,549.0,51.2,MTR-390234
2021,Q1,Biomass,403.941,21.53,Nashik Logistics,Yes,Logistics,5.5,PEL-2021-2900,Pellet Plant — local,396.0,64.0,MTR-800156
2021,Q1,Green Hydrogen Pilot,221.347,43.01,Nashik Logistics,Yes,Logistics,18.0,L&T-2021-1892,L&T Hydrogen Pilot,244.1,61.7,MTR-517719
2021,Q1,Grid Electricity,3543.38,273.99,Kandla Terminal,No,Logistics,7.2,DIS-2021-4772,DISCOM HT-Cat-A,2795.5,69.5,MTR-606971
2021,Q1,Diesel Generators,267.669,26.77,Kandla Terminal,No,Logistics,9.5,ON--2021-2467,On-site fuel,304.9,63.8,MTR-859416
2021,Q1,Natural Gas,1115.07,67.31,Kandla Terminal,No,Logistics,5.8,GAI-2021-9909,GAIL APM,1244.3,51.2,MTR-159932
2021,Q1,Coal,339.045,13.6,Kandla Terminal,No,Logistics,4.2,COA-2021-8395,Coal India e-auction,317.7,56.1,MTR-130896
2021,Q1,Furnace Oil,237.687,13.8,Kandla Terminal,No,Logistics,6.1,IOC-2021-9540,IOCL bulk supply,242.0,61.4,MTR-719651
2021,Q1,Solar (rooftop+OPEN),1012.509,38.89,Kandla Terminal,Yes,Logistics,3.9,TAT-2021-4187,Tata Power Solar PPA,1116.5,76.9,MTR-910589
2021,Q1,Wind PPA,508.434,21.43,Kandla Terminal,Yes,Logistics,4.4,REN-2021-1823,ReNew Power PPA-2031,431.1,83.1,MTR-675522
2021,Q1,Biomass,380.168,21.2,Kandla Terminal,Yes,Logistics,5.5,PEL-2021-5899,Pellet Plant — local,389.0,78.8,MTR-085445
2021,Q1,Green Hydrogen Pilot,184.829,33.45,Kandla Terminal,Yes,Logistics,18.0,L&T-2021-4891,L&T Hydrogen Pilot,141.1,55.8,MTR-232431
2021,Q1,Grid Electricity,3528.388,260.95,Tuticorin Port Cluster,No,Logistics,7.2,DIS-2021-6801,DISCOM HT-Cat-A,3633.5,68.8,MTR-047845
2021,Q1,Diesel Generators,300.283,30.45,Tuticorin Port Cluster,No,Logistics,9.5,ON--2021-2704,On-site fuel,333.8,51.6,MTR-878304
2021,Q1,Natural Gas,1616.281,94.84,Tuticorin Port Cluster,No,Logistics,5.8,GAI-2021-7471,GAIL APM,1818.9,64.0,MTR-560712
2021,Q1,Coal,429.492,17.59,Tuticorin Port Cluster,No,Logistics,4.2,COA-2021-3050,Coal India e-auction,430.6,57.2,MTR-303504
2021,Q1,Furnace Oil,251.428,15.83,Tuticorin Port Cluster,No,Logistics,6.1,IOC-2021-4208,IOCL bulk supply,186.2,70.8,MTR-841456
2021,Q1,Solar (rooftop+OPEN),1310.29,51.83,Tuticorin Port Cluster,Yes,Logistics,3.9,TAT-2021-7258,Tata Power Solar PPA,1035.8,76.9,MTR-066276
2021,Q1,Wind PPA,545.591,24.1,Tuticorin Port Cluster,Yes,Logistics,4.4,REN-2021-3220,ReNew Power PPA-2031,489.1,82.5,MTR-248176
2021,Q1,Biomass,446.274,23.58,Tuticorin Port Cluster,Yes,Logistics,5.5,PEL-2021-6344,Pellet Plant — local,518.5,75.7,MTR-967754
2021,Q1,Green Hydrogen Pilot,198.236,35.78,Tuticorin Port Cluster,Yes,Logistics,18.0,L&T-2021-9280,L&T Hydrogen Pilot,182.9,54.0,MTR-405039
2021,Q1,Grid Electricity,4742.252,347.48,Kolkata Distribution,No,Distribution,7.2,DIS-2021-5367,DISCOM HT-Cat-A,3368.6,63.3,MTR-036250
2021,Q1,Diesel Generators,355.283,33.2,Kolkata Distribution,No,Distribution,9.5,ON--2021-1744,On-site fuel,257.9,72.0,MTR-039786
2021,Q1,Natural Gas,1677.742,103.72,Kolkata Distribution,No,Distribution,5.8,GAI-2021-8639,GAIL APM,1161.1,51.9,MTR-207735
2021,Q1,Coal,529.483,22.22,Kolkata Distribution,No,Distribution,4.2,COA-2021-9118,Coal India e-auction,551.2,62.8,MTR-972086
2021,Q1,Furnace Oil,310.459,18.1,Kolkata Distribution,No,Distribution,6.1,IOC-2021-7960,IOCL bulk supply,325.9,79.9,MTR-637953
2021,Q1,Solar (rooftop+OPEN),1341.354,55.95,Kolkata Distribution,Yes,Distribution,3.9,TAT-2021-4910,Tata Power Solar PPA,964.6,49.1,MTR-730220
2021,Q1,Wind PPA,591.467,26.75,Kolkata Distribution,Yes,Distribution,4.4,REN-2021-1228,ReNew Power PPA-2031,608.3,63.0,MTR-895198
2021,Q1,Biomass,507.713,30.02,Kolkata Distribution,Yes,Distribution,5.5,PEL-2021-5824,Pellet Plant — local,411.6,63.9,MTR-116340
2021,Q1,Green Hydrogen Pilot,288.006,49.36,Kolkata Distribution,Yes,Distribution,18.0,L&T-2021-4168,L&T Hydrogen Pilot,332.2,64.1,MTR-052062
2021,Q1,Grid Electricity,3704.059,265.21,Hyderabad Distribution,No,Distribution,7.2,DIS-2021-9038,DISCOM HT-Cat-A,4163.4,57.2,MTR-937195
2021,Q1,Diesel Generators,310.208,31.73,Hyderabad Distribution,No,Distribution,9.5,ON--2021-7073,On-site fuel,264.7,64.0,MTR-933659
2021,Q1,Natural Gas,1244.023,70.8,Hyderabad Distribution,No,Distribution,5.8,GAI-2021-3310,GAIL APM,825.3,75.0,MTR-181181
2021,Q1,Coal,314.162,13.65,Hyderabad Distribution,No,Distribution,4.2,COA-2021-3789,Coal India e-auction,375.6,65.9,MTR-998640
2021,Q1,Furnace Oil,211.312,13.24,Hyderabad Distribution,No,Distribution,6.1,IOC-2021-2631,IOCL bulk supply,203.8,50.8,MTR-611399
2021,Q1,Solar (rooftop+OPEN),1257.063,46.66,Hyderabad Distribution,Yes,Distribution,3.9,TAT-2021-8581,Tata Power Solar PPA,1453.7,77.2,MTR-703666
2021,Q1,Wind PPA,481.628,22.8,Hyderabad Distribution,Yes,Distribution,4.4,REN-2021-6557,ReNew Power PPA-2031,381.4,73.5,MTR-868644
2021,Q1,Biomass,371.031,21.29,Hyderabad Distribution,Yes,Distribution,5.5,PEL-2021-1505,Pellet Plant — local,395.0,73.4,MTR-292368
2021,Q1,Green Hydrogen Pilot,228.265,40.6,Hyderabad Distribution,Yes,Distribution,18.0,L&T-2021-9497,L&T Hydrogen Pilot,216.7,61.4,MTR-046580
2021,Q1,Grid Electricity,3139.508,227.97,Lucknow Distribution,No,Distribution,7.2,DIS-2021-1454,DISCOM HT-Cat-A,3260.6,79.3,MTR-631198
2021,Q1,Diesel Generators,280.64,27.06,Lucknow Distribution,No,Distribution,9.5,ON--2021-8831,On-site fuel,195.8,80.0,MTR-883643
2021,Q1,Natural Gas,1288.025,72.41,Lucknow Distribution,No,Distribution,5.8,GAI-2021-4726,GAIL APM,1277.9,63.5,MTR-804282
2021,Q1,Coal,354.053,15.66,Lucknow Distribution,No,Distribution,4.2,COA-2021-5923,Coal India e-auction,302.0,58.8,MTR-773922
2021,Q1,Furnace Oil,196.366,12.86,Lucknow Distribution,No,Distribution,6.1,IOC-2021-4047,IOCL bulk supply,166.3,55.3,MTR-234501
2021,Q1,Solar (rooftop+OPEN),920.882,34.49,Lucknow Distribution,Yes,Distribution,3.9,TAT-2021-1131,Tata Power Solar PPA,785.7,61.1,MTR-928384
2021,Q1,Wind PPA,464.368,20.8,Lucknow Distribution,Yes,Distribution,4.4,REN-2021-5141,ReNew Power PPA-2031,418.4,76.3,MTR-491746
2021,Q1,Biomass,327.941,18.4,Lucknow Distribution,Yes,Distribution,5.5,PEL-2021-9217,Pellet Plant — local,259.5,60.2,MTR-109672
2021,Q1,Green Hydrogen Pilot,166.357,31.22,Lucknow Distribution,Yes,Distribution,18.0,L&T-2021-6407,L&T Hydrogen Pilot,141.1,54.6,MTR-672387
2021,Q1,Grid Electricity,2482.498,189.08,Indore Distribution,No,Distribution,7.2,DIS-2021-7359,DISCOM HT-Cat-A,2210.4,51.6,MTR-576808
2021,Q1,Diesel Generators,210.269,19.92,Indore Distribution,No,Distribution,9.5,ON--2021-8752,On-site fuel,172.1,56.8,MTR-580344
2021,Q1,Natural Gas,994.409,55.18,Indore Distribution,No,Distribution,5.8,GAI-2021-3806,GAIL APM,1012.3,74.2,MTR-588478
2021,Q1,Coal,258.971,10.61,Indore Distribution,No,Distribution,4.2,COA-2021-2110,Coal India e-auction,249.7,56.7,MTR-512645
2021,Q1,Furnace Oil,141.049,8.47,Indore Distribution,No,Distribution,6.1,IOC-2021-7873,IOCL bulk supply,134.4,59.7,MTR-130777
2021,Q1,Solar (rooftop+OPEN),962.681,39.55,Indore Distribution,Yes,Distribution,3.9,TAT-2021-1923,Tata Power Solar PPA,914.3,67.1,MTR-842081
2021,Q1,Wind PPA,405.447,18.14,Indore Distribution,Yes,Distribution,4.4,REN-2021-2892,ReNew Power PPA-2031,479.7,66.0,MTR-246976
2021,Q1,Biomass,306.437,16.41,Indore Distribution,Yes,Distribution,5.5,PEL-2021-7816,Pellet Plant — local,285.7,79.3,MTR-656898
2021,Q1,Green Hydrogen Pilot,156.802,30.11,Indore Distribution,Yes,Distribution,18.0,L&T-2021-2176,L&T Hydrogen Pilot,146.0,73.7,MTR-511503
2021,Q1,Grid Electricity,4575.735,324.91,Pune R&D Center,No,R&D,7.2,DIS-2021-2025,DISCOM HT-Cat-A,3305.6,66.8,MTR-786222
2021,Q1,Diesel Generators,418.417,39.9,Pune R&D Center,No,R&D,9.5,ON--2021-7352,On-site fuel,272.4,70.3,MTR-110806
2021,Q1,Natural Gas,1494.432,85.08,Pune R&D Center,No,R&D,5.8,GAI-2021-5706,GAIL APM,1167.4,83.8,MTR-941932
2021,Q1,Coal,422.499,17.96,Pune R&D Center,No,R&D,4.2,COA-2021-9389,Coal India e-auction,372.4,64.0,MTR-049667
2021,Q1,Furnace Oil,230.492,13.92,Pune R&D Center,No,R&D,6.1,IOC-2021-6257,IOCL bulk supply,153.3,67.5,MTR-809282
2021,Q1,Solar (rooftop+OPEN),1394.221,57.08,Pune R&D Center,Yes,R&D,3.9,TAT-2021-5181,Tata Power Solar PPA,1004.3,53.8,MTR-652640
2021,Q1,Wind PPA,711.885,31.28,Pune R&D Center,Yes,R&D,4.4,REN-2021-7996,ReNew Power PPA-2031,639.8,60.0,MTR-585891
2021,Q1,Biomass,389.087,20.6,Pune R&D Center,Yes,R&D,5.5,PEL-2021-1696,Pellet Plant — local,404.9,64.4,MTR-884777
2021,Q1,Green Hydrogen Pilot,249.256,48.13,Pune R&D Center,Yes,R&D,18.0,L&T-2021-3897,L&T Hydrogen Pilot,204.9,64.5,MTR-097606
2021,Q1,Grid Electricity,3222.391,247.37,Bengaluru Tech Park,No,R&D,7.2,DIS-2021-9471,DISCOM HT-Cat-A,2208.5,75.4,MTR-007317
2021,Q1,Diesel Generators,335.439,34.4,Bengaluru Tech Park,No,R&D,9.5,ON--2021-9034,On-site fuel,241.4,81.5,MTR-153255
2021,Q1,Natural Gas,1422.531,78.87,Bengaluru Tech Park,No,R&D,5.8,GAI-2021-4024,GAIL APM,1094.6,49.6,MTR-172604
2021,Q1,Coal,456.96,19.75,Bengaluru Tech Park,No,R&D,4.2,COA-2021-5720,Coal India e-auction,312.9,49.6,MTR-262976
2021,Q1,Furnace Oil,250.038,16.06,Bengaluru Tech Park,No,R&D,6.1,IOC-2021-4575,IOCL bulk supply,261.2,58.7,MTR-148268
2021,Q1,Solar (rooftop+OPEN),1326.72,51.63,Bengaluru Tech Park,Yes,R&D,3.9,TAT-2021-6863,Tata Power Solar PPA,864.7,70.6,MTR-695089
2021,Q1,Wind PPA,533.229,24.92,Bengaluru Tech Park,Yes,R&D,4.4,REN-2021-9678,ReNew Power PPA-2031,449.6,59.3,MTR-337149
2021,Q1,Biomass,450.769,24.72,Bengaluru Tech Park,Yes,R&D,5.5,PEL-2021-5602,Pellet Plant — local,377.7,49.2,MTR-927226
2021,Q1,Green Hydrogen Pilot,235.593,43.78,Bengaluru Tech Park,Yes,R&D,18.0,L&T-2021-6610,L&T Hydrogen Pilot,239.7,81.5,MTR-826984
2021,Q1,Grid Electricity,3410.722,248.72,Surat Polymer Lab,No,R&D,7.2,DIS-2021-8828,DISCOM HT-Cat-A,4092.1,54.1,MTR-988614
2021,Q1,Diesel Generators,283.749,28.46,Surat Polymer Lab,No,R&D,9.5,ON--2021-9508,On-site fuel,223.8,76.6,MTR-285115
2021,Q1,Natural Gas,1029.014,62.43,Surat Polymer Lab,No,R&D,5.8,GAI-2021-5725,GAIL APM,1131.2,68.1,MTR-004428
2021,Q1,Coal,338.871,15.16,Surat Polymer Lab,No,R&D,4.2,COA-2021-5246,Coal India e-auction,405.7,70.1,MTR-175394
2021,Q1,Furnace Oil,217.76,13.56,Surat Polymer Lab,No,R&D,6.1,IOC-2021-4724,IOCL bulk supply,247.4,63.3,MTR-833029
2021,Q1,Solar (rooftop+OPEN),1000.881,39.55,Surat Polymer Lab,Yes,R&D,3.9,TAT-2021-9454,Tata Power Solar PPA,697.0,84.4,MTR-664582
2021,Q1,Wind PPA,462.28,21.31,Surat Polymer Lab,Yes,R&D,4.4,REN-2021-4464,ReNew Power PPA-2031,361.4,63.5,MTR-090275
2021,Q1,Biomass,323.239,17.43,Surat Polymer Lab,Yes,R&D,5.5,PEL-2021-8540,Pellet Plant — local,286.7,53.2,MTR-511143
2021,Q1,Green Hydrogen Pilot,194.011,36.9,Surat Polymer Lab,Yes,R&D,18.0,L&T-2021-7084,L&T Hydrogen Pilot,183.9,57.2,MTR-073859
2021,Q1,Grid Electricity,2150.357,151.74,Hyderabad Catalysis Lab,No,R&D,7.2,DIS-2021-8369,DISCOM HT-Cat-A,1673.1,77.0,MTR-948451
2021,Q1,Diesel Generators,206.347,20.97,Hyderabad Catalysis Lab,No,R&D,9.5,ON--2021-7742,On-site fuel,167.3,78.4,MTR-246580
2021,Q1,Natural Gas,847.053,46.86,Hyderabad Catalysis Lab,No,R&D,5.8,GAI-2021-4816,GAIL APM,939.9,75.3,MTR-958348
2021,Q1,Coal,284.101,12.04,Hyderabad Catalysis Lab,No,R&D,4.2,COA-2021-5705,Coal India e-auction,199.0,83.8,MTR-665034
2021,Q1,Furnace Oil,145.52,8.58,Hyderabad Catalysis Lab,No,R&D,6.1,IOC-2021-4137,IOCL bulk supply,114.2,73.4,MTR-797012
2021,Q1,Solar (rooftop+OPEN),916.48,38.28,Hyderabad Catalysis Lab,Yes,R&D,3.9,TAT-2021-9913,Tata Power Solar PPA,817.1,71.0,MTR-704745
2021,Q1,Wind PPA,381.726,16.07,Hyderabad Catalysis Lab,Yes,R&D,4.4,REN-2021-7226,ReNew Power PPA-2031,407.9,71.7,MTR-879900
2021,Q1,Biomass,285.868,15.94,Hyderabad Catalysis Lab,Yes,R&D,5.5,PEL-2021-8999,Pellet Plant — local,289.4,54.1,MTR-551306
2021,Q1,Green Hydrogen Pilot,149.304,27.64,Hyderabad Catalysis Lab,Yes,R&D,18.0,L&T-2021-6625,L&T Hydrogen Pilot,123.5,73.8,MTR-766569
2021,Q1,Grid Electricity,2727.323,209.77,Chennai Office,No,Office,7.2,DIS-2021-9459,DISCOM HT-Cat-A,2619.1,78.5,MTR-177196
2021,Q1,Diesel Generators,217.989,20.49,Chennai Office,No,Office,9.5,ON--2021-8779,On-site fuel,211.1,70.5,MTR-621161
2021,Q1,Natural Gas,975.396,56.74,Chennai Office,No,Office,5.8,GAI-2021-4012,GAIL APM,1046.0,81.8,MTR-011909
2021,Q1,Coal,257.509,10.74,Chennai Office,No,Office,4.2,COA-2021-2083,Coal India e-auction,201.0,80.0,MTR-311139
2021,Q1,Furnace Oil,181.778,11.52,Chennai Office,No,Office,6.1,IOC-2021-4563,IOCL bulk supply,137.2,82.3,MTR-547810
2021,Q1,Solar (rooftop+OPEN),834.825,34.13,Chennai Office,Yes,Office,3.9,TAT-2021-6875,Tata Power Solar PPA,859.9,82.4,MTR-391168
2021,Q1,Wind PPA,384.57,17.91,Chennai Office,Yes,Office,4.4,REN-2021-2865,ReNew Power PPA-2031,383.7,62.1,MTR-954529
2021,Q1,Biomass,307.376,16.5,Chennai Office,Yes,Office,5.5,PEL-2021-7789,Pellet Plant — local,325.0,52.1,MTR-544607
2021,Q1,Green Hydrogen Pilot,161.658,30.18,Chennai Office,Yes,Office,18.0,L&T-2021-2203,L&T Hydrogen Pilot,146.8,67.1,MTR-359078
2021,Q1,Grid Electricity,2739.292,212.81,Delhi Sales Hub,No,Office,7.2,DIS-2021-5895,DISCOM HT-Cat-A,2435.3,50.7,MTR-052927
2021,Q1,Diesel Generators,227.805,22.27,Delhi Sales Hub,No,Office,9.5,ON--2021-1216,On-site fuel,173.9,85.8,MTR-056463
2021,Q1,Natural Gas,1004.025,56.7,Delhi Sales Hub,No,Office,5.8,GAI-2021-2342,GAIL APM,765.6,65.2,MTR-112360
2021,Q1,Coal,318.231,13.42,Delhi Sales Hub,No,Office,4.2,COA-2021-9646,Coal India e-auction,328.4,67.0,MTR-988763
2021,Q1,Furnace Oil,184.74,11.16,Delhi Sales Hub,No,Office,6.1,IOC-2021-6000,IOCL bulk supply,181.0,57.0,MTR-129814
2021,Q1,Solar (rooftop+OPEN),942.778,35.12,Delhi Sales Hub,Yes,Office,3.9,TAT-2021-5438,Tata Power Solar PPA,689.3,71.6,MTR-713543
2021,Q1,Wind PPA,380.62,16.87,Delhi Sales Hub,Yes,Office,4.4,REN-2021-1428,ReNew Power PPA-2031,349.0,74.5,MTR-723094
2021,Q1,Biomass,296.662,16.84,Delhi Sales Hub,Yes,Office,5.5,PEL-2021-6352,Pellet Plant — local,343.3,66.4,MTR-866982
2021,Q1,Green Hydrogen Pilot,180.849,31.75,Delhi Sales Hub,Yes,Office,18.0,L&T-2021-3640,L&T Hydrogen Pilot,128.8,72.5,MTR-035385
2021,Q1,Grid Electricity,1817.652,128.84,Ahmedabad Office,No,Office,7.2,DIS-2021-9070,DISCOM HT-Cat-A,1551.7,70.6,MTR-543597
2021,Q1,Diesel Generators,185.13,18.6,Ahmedabad Office,No,Office,9.5,ON--2021-7041,On-site fuel,127.9,51.0,MTR-382552
2021,Q1,Natural Gas,782.651,46.87,Ahmedabad Office,No,Office,5.8,GAI-2021-5483,GAIL APM,751.3,52.3,MTR-363203
2021,Q1,Coal,242.29,10.47,Ahmedabad Office,No,Office,4.2,COA-2021-7179,Coal India e-auction,189.7,52.4,MTR-607760
2021,Q1,Furnace Oil,146.797,9.52,Ahmedabad Office,No,Office,6.1,IOC-2021-2663,IOCL bulk supply,127.6,51.5,MTR-486683
2021,Q1,Solar (rooftop+OPEN),598.103,23.75,Ahmedabad Office,Yes,Office,3.9,TAT-2021-2387,Tata Power Solar PPA,465.8,61.4,MTR-762019
2021,Q1,Wind PPA,332.904,14.46,Ahmedabad Office,Yes,Office,4.4,REN-2021-6525,ReNew Power PPA-2031,309.5,52.8,MTR-743928
2021,Q1,Biomass,240.877,14.13,Ahmedabad Office,Yes,Office,5.5,PEL-2021-1473,Pellet Plant — local,209.2,65.8,MTR-608580
2021,Q1,Green Hydrogen Pilot,142.102,26.16,Ahmedabad Office,Yes,Office,18.0,L&T-2021-9465,L&T Hydrogen Pilot,142.2,75.2,MTR-709295
2021,Q1,Grid Electricity,1663.585,117.53,Kochi Sales Office,No,Office,7.2,DIS-2021-3178,DISCOM HT-Cat-A,1547.7,60.8,MTR-771255
2021,Q1,Diesel Generators,139.463,13.38,Kochi Sales Office,No,Office,9.5,ON--2021-3933,On-site fuel,156.1,59.7,MTR-767719
2021,Q1,Natural Gas,681.612,38.24,Kochi Sales Office,No,Office,5.8,GAI-2021-6450,GAIL APM,785.3,66.3,MTR-865350
2021,Q1,Coal,185.934,8.26,Kochi Sales Office,No,Office,4.2,COA-2021-6929,Coal India e-auction,136.5,56.9,MTR-026915
2021,Q1,Furnace Oil,117.684,6.91,Kochi Sales Office,No,Office,6.1,IOC-2021-5771,IOCL bulk supply,106.4,77.1,MTR-435132
2021,Q1,Solar (rooftop+OPEN),560.197,22.13,Kochi Sales Office,Yes,Office,3.9,TAT-2021-2721,Tata Power Solar PPA,384.8,72.2,MTR-342865
2021,Q1,Wind PPA,234.045,9.85,Kochi Sales Office,Yes,Office,4.4,REN-2021-3289,ReNew Power PPA-2031,171.8,65.1,MTR-143110
2021,Q1,Biomass,162.842,9.51,Kochi Sales Office,Yes,Office,5.5,PEL-2021-3635,Pellet Plant — local,166.8,71.2,MTR-458308
2021,Q1,Green Hydrogen Pilot,91.301,17.49,Kochi Sales Office,Yes,Office,18.0,L&T-2021-6357,L&T Hydrogen Pilot,104.6,82.9,MTR-021024
2021,Q1,Grid Electricity,1259.137,89.1,Coimbatore Office,No,Office,7.2,DIS-2021-9875,DISCOM HT-Cat-A,1181.2,60.8,MTR-349187
2021,Q1,Diesel Generators,117.308,10.94,Coimbatore Office,No,Office,9.5,ON--2021-6236,On-site fuel,100.0,71.5,MTR-352723
2021,Q1,Natural Gas,553.28,31.43,Coimbatore Office,No,Office,5.8,GAI-2021-4147,GAIL APM,404.5,58.9,MTR-985793
2021,Q1,Coal,163.875,6.9,Coimbatore Office,No,Office,4.2,COA-2021-4626,Coal India e-auction,156.6,50.4,MTR-093528
2021,Q1,Furnace Oil,99.196,6.51,Coimbatore Office,No,Office,6.1,IOC-2021-3468,IOCL bulk supply,99.8,48.3,MTR-555575
2021,Q1,Solar (rooftop+OPEN),405.725,15.44,Coimbatore Office,Yes,Office,3.9,TAT-2021-9418,Tata Power Solar PPA,331.1,76.2,MTR-417283
2021,Q1,Wind PPA,222.455,9.6,Coimbatore Office,Yes,Office,4.4,REN-2021-5720,ReNew Power PPA-2031,248.6,53.0,MTR-773757
2021,Q1,Biomass,148.67,8.39,Coimbatore Office,Yes,Office,5.5,PEL-2021-9668,Pellet Plant — local,174.0,54.0,MTR-578751
2021,Q1,Green Hydrogen Pilot,91.628,17.52,Coimbatore Office,Yes,Office,18.0,L&T-2021-8660,L&T Hydrogen Pilot,109.8,48.2,MTR-141467
2021,Q1,Grid Electricity,1531.014,109.34,Bhubaneswar Office,No,Office,7.2,DIS-2021-9978,DISCOM HT-Cat-A,1532.8,54.3,MTR-664411
2021,Q1,Diesel Generators,134.491,12.44,Bhubaneswar Office,No,Office,9.5,ON--2021-8399,On-site fuel,156.1,49.1,MTR-660121
2021,Q1,Natural Gas,562.807,31.27,Bhubaneswar Office,No,Office,5.8,GAI-2021-4531,GAIL APM,601.7,74.1,MTR-242389
2021,Q1,Coal,132.82,5.77,Bhubaneswar Office,No,Office,4.2,COA-2021-8261,Coal India e-auction,138.3,77.4,MTR-400926
2021,Q1,Furnace Oil,95.099,5.87,Bhubaneswar Office,No,Office,6.1,IOC-2021-9406,IOCL bulk supply,66.7,60.5,MTR-812170
2021,Q1,Solar (rooftop+OPEN),478.13,17.88,Bhubaneswar Office,Yes,Office,3.9,TAT-2021-6228,Tata Power Solar PPA,450.3,78.6,MTR-118287
2021,Q1,Wind PPA,215.983,9.18,Bhubaneswar Office,Yes,Office,4.4,REN-2021-9043,ReNew Power PPA-2031,170.7,56.6,MTR-864742
2021,Q1,Biomass,137.645,8.15,Bhubaneswar Office,Yes,Office,5.5,PEL-2021-4967,Pellet Plant — local,136.6,60.2,MTR-454820
