year,quarter,scope,category,subcategory,facility,facility_type,emissions_tco2e,unit,source,methodology,verified_by,confidence
2020,Q3,Scope 1,Stationary Combustion,Boilers & Furnaces,Hyderabad Distribution,Distribution,673.123,tCO2e,Hyderabad Distribution — Boiler & furnace fuel logs,DEFRA UK 2024,BSI (limited),0.82
2020,Q3,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Hyderabad Distribution,Distribution,277.78,tCO2e,Hyderabad Distribution — Fleet fuel cards,EPA Emission Factors Hub 2024,,0.84
2020,Q3,Scope 1,Process Emissions,Reformers & Crackers,Hyderabad Distribution,Distribution,670.195,tCO2e,Hyderabad Distribution — Process mass balance,DEFRA UK 2024,TUV Nord (limited),0.82
2020,Q3,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Hyderabad Distribution,Distribution,206.261,tCO2e,Hyderabad Distribution — LDAR programme,GHG Protocol Cross-Sector,BSI (limited),0.93
2020,Q3,Scope 2,Purchased Electricity,Grid + PPA,Hyderabad Distribution,Distribution,874.889,tCO2e,Hyderabad Distribution — DISCOM utility bills,CEA Grid Factor v20.0,TUV Nord (reasonable),0.79
2020,Q3,Scope 2,Purchased Steam,Industrial Utilities,Hyderabad Distribution,Distribution,180.275,tCO2e,Hyderabad Distribution — Steam supply contract,IPCC 2006 Tier-1,,0.82
2020,Q3,Scope 3,Business Travel,"Air, Hotel & Rail",Hyderabad Distribution,Distribution,92.012,tCO2e,Hyderabad Distribution — Concur travel exports,EPA Emission Factors Hub 2024,BSI (limited),0.9
2020,Q3,Scope 3,Employee Commuting,Commuter Survey-derived,Hyderabad Distribution,Distribution,139.1,tCO2e,Hyderabad Distribution — Annual commuter survey,GHG Protocol Cross-Sector,DNV (limited),0.87
2020,Q3,Scope 3,Purchased Goods,Raw & Packaging,Hyderabad Distribution,Distribution,457.027,tCO2e,Hyderabad Distribution — Supplier invoice EEIO,IPCC 2006 Tier-2,ERM (reasonable),0.93
2020,Q3,Scope 3,Logistics & Transport,Inbound & Outbound,Hyderabad Distribution,Distribution,277.32,tCO2e,Hyderabad Distribution — 3PL freight ledgers,IPCC 2006 Tier-2,TUV Nord (reasonable),0.94
2020,Q3,Scope 3,Capital Goods,"Plant, Equipment, Build",Hyderabad Distribution,Distribution,194.017,tCO2e,Hyderabad Distribution — Project capex registers,DEFRA UK 2024,Internal — EHS team,0.91
2020,Q3,Scope 3,End-of-life Treatment,Plastics & Hazardous,Hyderabad Distribution,Distribution,172.483,tCO2e,Hyderabad Distribution — Waste contractor data,IPCC 2006 Tier-3,TUV Nord (reasonable),0.8
2020,Q3,Scope 1,Stationary Combustion,Boilers & Furnaces,Lucknow Distribution,Distribution,597.841,tCO2e,Lucknow Distribution — Boiler & furnace fuel logs,IPCC 2006 Tier-1,TUV Nord (reasonable),0.83
2020,Q3,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Lucknow Distribution,Distribution,282.197,tCO2e,Lucknow Distribution — Fleet fuel cards,GLEC Framework 3.0,DNV (limited),0.89
2020,Q3,Scope 1,Process Emissions,Reformers & Crackers,Lucknow Distribution,Distribution,703.51,tCO2e,Lucknow Distribution — Process mass balance,EPA Emission Factors Hub 2024,ERM (reasonable),0.82
2020,Q3,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Lucknow Distribution,Distribution,170.966,tCO2e,Lucknow Distribution — LDAR programme,IPCC 2006 Tier-3,TUV Nord (limited),0.81
2020,Q3,Scope 2,Purchased Electricity,Grid + PPA,Lucknow Distribution,Distribution,938.438,tCO2e,Lucknow Distribution — DISCOM utility bills,EPA Emission Factors Hub 2024,BSI (limited),0.89
2020,Q3,Scope 2,Purchased Steam,Industrial Utilities,Lucknow Distribution,Distribution,187.138,tCO2e,Lucknow Distribution — Steam supply contract,IPCC 2006 Tier-2,TUV Nord (limited),0.81
2020,Q3,Scope 3,Business Travel,"Air, Hotel & Rail",Lucknow Distribution,Distribution,76.46,tCO2e,Lucknow Distribution — Concur travel exports,CEA Grid Factor v20.0,BSI (limited),0.87
2020,Q3,Scope 3,Employee Commuting,Commuter Survey-derived,Lucknow Distribution,Distribution,108.908,tCO2e,Lucknow Distribution — Annual commuter survey,GLEC Framework 3.0,,0.95
2020,Q3,Scope 3,Purchased Goods,Raw & Packaging,Lucknow Distribution,Distribution,460.969,tCO2e,Lucknow Distribution — Supplier invoice EEIO,CEA Grid Factor v20.0,Internal — EHS team,0.86
2020,Q3,Scope 3,Logistics & Transport,Inbound & Outbound,Lucknow Distribution,Distribution,316.898,tCO2e,Lucknow Distribution — 3PL freight ledgers,EPA Emission Factors Hub 2024,ERM (reasonable),0.96
2020,Q3,Scope 3,Capital Goods,"Plant, Equipment, Build",Lucknow Distribution,Distribution,171.412,tCO2e,Lucknow Distribution — Project capex registers,API Compendium 2009,BSI (limited),0.96
2020,Q3,Scope 3,End-of-life Treatment,Plastics & Hazardous,Lucknow Distribution,Distribution,184.785,tCO2e,Lucknow Distribution — Waste contractor data,IPCC 2006 Tier-1,Internal — EHS team,0.78
2020,Q3,Scope 1,Stationary Combustion,Boilers & Furnaces,Indore Distribution,Distribution,508.112,tCO2e,Indore Distribution — Boiler & furnace fuel logs,GLEC Framework 3.0,BSI (limited),0.82
2020,Q3,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Indore Distribution,Distribution,217.181,tCO2e,Indore Distribution — Fleet fuel cards,IPCC 2006 Tier-2,TUV Nord (limited),0.85
2020,Q3,Scope 1,Process Emissions,Reformers & Crackers,Indore Distribution,Distribution,600.884,tCO2e,Indore Distribution — Process mass balance,IPCC 2006 Tier-1,ERM (reasonable),0.81
2020,Q3,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Indore Distribution,Distribution,147.396,tCO2e,Indore Distribution — LDAR programme,CEA Grid Factor v20.0,ERM (reasonable),0.9
2020,Q3,Scope 2,Purchased Electricity,Grid + PPA,Indore Distribution,Distribution,704.682,tCO2e,Indore Distribution — DISCOM utility bills,IPCC 2006 Tier-1,Internal — EHS team,0.79
2020,Q3,Scope 2,Purchased Steam,Industrial Utilities,Indore Distribution,Distribution,140.453,tCO2e,Indore Distribution — Steam supply contract,CEA Grid Factor v20.0,TUV Nord (limited),0.85
2020,Q3,Scope 3,Business Travel,"Air, Hotel & Rail",Indore Distribution,Distribution,59.427,tCO2e,Indore Distribution — Concur travel exports,CEA Grid Factor v20.0,TUV Nord (limited),0.83
2020,Q3,Scope 3,Employee Commuting,Commuter Survey-derived,Indore Distribution,Distribution,115.956,tCO2e,Indore Distribution — Annual commuter survey,DEFRA UK 2024,TUV Nord (limited),0.91
2020,Q3,Scope 3,Purchased Goods,Raw & Packaging,Indore Distribution,Distribution,418.281,tCO2e,Indore Distribution — Supplier invoice EEIO,IPCC 2006 Tier-1,ERM (reasonable),0.84
2020,Q3,Scope 3,Logistics & Transport,Inbound & Outbound,Indore Distribution,Distribution,219.23,tCO2e,Indore Distribution — 3PL freight ledgers,IPCC 2006 Tier-3,ERM (reasonable),0.93
2020,Q3,Scope 3,Capital Goods,"Plant, Equipment, Build",Indore Distribution,Distribution,139.318,tCO2e,Indore Distribution — Project capex registers,IPCC 2006 Tier-2,TUV Nord (reasonable),0.82
2020,Q3,Scope 3,End-of-life Treatment,Plastics & Hazardous,Indore Distribution,Distribution,150.719,tCO2e,Indore Distribution — Waste contractor data,IPCC 2006 Tier-1,BSI (limited),0.87
2020,Q3,Scope 1,Stationary Combustion,Boilers & Furnaces,Pune R&D Center,R&D,1188.326,tCO2e,Pune R&D Center — Boiler & furnace fuel logs,GHG Protocol Cross-Sector,BSI (limited),0.84
2020,Q3,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Pune R&D Center,R&D,365.261,tCO2e,Pune R&D Center — Fleet fuel cards,GLEC Framework 3.0,TUV Nord (limited),0.88
2020,Q3,Scope 1,Process Emissions,Reformers & Crackers,Pune R&D Center,R&D,764.254,tCO2e,Pune R&D Center — Process mass balance,IPCC 2006 Tier-2,TUV Nord (limited),0.78
2020,Q3,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Pune R&D Center,R&D,231.789,tCO2e,Pune R&D Center — LDAR programme,DEFRA UK 2024,TUV Nord (limited),0.87
2020,Q3,Scope 2,Purchased Electricity,Grid + PPA,Pune R&D Center,R&D,1119.136,tCO2e,Pune R&D Center — DISCOM utility bills,API Compendium 2009,TUV Nord (reasonable),0.95
2020,Q3,Scope 2,Purchased Steam,Industrial Utilities,Pune R&D Center,R&D,230.571,tCO2e,Pune R&D Center — Steam supply contract,GLEC Framework 3.0,TUV Nord (reasonable),0.95
2020,Q3,Scope 3,Business Travel,"Air, Hotel & Rail",Pune R&D Center,R&D,106.36,tCO2e,Pune R&D Center — Concur travel exports,CEA Grid Factor v20.0,BSI (limited),0.92
2020,Q3,Scope 3,Employee Commuting,Commuter Survey-derived,Pune R&D Center,R&D,196.684,tCO2e,Pune R&D Center — Annual commuter survey,IPCC 2006 Tier-2,Internal — EHS team,0.9
2020,Q3,Scope 3,Purchased Goods,Raw & Packaging,Pune R&D Center,R&D,709.968,tCO2e,Pune R&D Center — Supplier invoice EEIO,IPCC 2006 Tier-3,ERM (reasonable),0.79
2020,Q3,Scope 3,Logistics & Transport,Inbound & Outbound,Pune R&D Center,R&D,445.997,tCO2e,Pune R&D Center — 3PL freight ledgers,CEA Grid Factor v20.0,ERM (reasonable),0.91
2020,Q3,Scope 3,Capital Goods,"Plant, Equipment, Build",Pune R&D Center,R&D,260.209,tCO2e,Pune R&D Center — Project capex registers,DEFRA UK 2024,TUV Nord (limited),0.95
2020,Q3,Scope 3,End-of-life Treatment,Plastics & Hazardous,Pune R&D Center,R&D,186.759,tCO2e,Pune R&D Center — Waste contractor data,DEFRA UK 2024,DNV (limited),0.85
2020,Q3,Scope 1,Stationary Combustion,Boilers & Furnaces,Bengaluru Tech Park,R&D,815.489,tCO2e,Bengaluru Tech Park — Boiler & furnace fuel logs,DEFRA UK 2024,BSI (limited),0.96
2020,Q3,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Bengaluru Tech Park,R&D,258.661,tCO2e,Bengaluru Tech Park — Fleet fuel cards,GLEC Framework 3.0,,0.87
2020,Q3,Scope 1,Process Emissions,Reformers & Crackers,Bengaluru Tech Park,R&D,723.27,tCO2e,Bengaluru Tech Park — Process mass balance,DEFRA UK 2024,DNV (limited),0.9
2020,Q3,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Bengaluru Tech Park,R&D,214.299,tCO2e,Bengaluru Tech Park — LDAR programme,IPCC 2006 Tier-2,BSI (limited),0.81
2020,Q3,Scope 2,Purchased Electricity,Grid + PPA,Bengaluru Tech Park,R&D,1067.515,tCO2e,Bengaluru Tech Park — DISCOM utility bills,API Compendium 2009,TUV Nord (reasonable),0.84
2020,Q3,Scope 2,Purchased Steam,Industrial Utilities,Bengaluru Tech Park,R&D,183.666,tCO2e,Bengaluru Tech Park — Steam supply contract,EPA Emission Factors Hub 2024,DNV (limited),0.96
2020,Q3,Scope 3,Business Travel,"Air, Hotel & Rail",Bengaluru Tech Park,R&D,108.395,tCO2e,Bengaluru Tech Park — Concur travel exports,GLEC Framework 3.0,Internal — EHS team,0.89
2020,Q3,Scope 3,Employee Commuting,Commuter Survey-derived,Bengaluru Tech Park,R&D,127.287,tCO2e,Bengaluru Tech Park — Annual commuter survey,GHG Protocol Cross-Sector,ERM (reasonable),0.96
2020,Q3,Scope 3,Purchased Goods,Raw & Packaging,Bengaluru Tech Park,R&D,698.425,tCO2e,Bengaluru Tech Park — Supplier invoice EEIO,GHG Protocol Cross-Sector,BSI (limited),0.95
2020,Q3,Scope 3,Logistics & Transport,Inbound & Outbound,Bengaluru Tech Park,R&D,293.583,tCO2e,Bengaluru Tech Park — 3PL freight ledgers,IPCC 2006 Tier-1,TUV Nord (reasonable),0.82
2020,Q3,Scope 3,Capital Goods,"Plant, Equipment, Build",Bengaluru Tech Park,R&D,179.445,tCO2e,Bengaluru Tech Park — Project capex registers,GHG Protocol Cross-Sector,Internal — EHS team,0.8
2020,Q3,Scope 3,End-of-life Treatment,Plastics & Hazardous,Bengaluru Tech Park,R&D,165.841,tCO2e,Bengaluru Tech Park — Waste contractor data,IPCC 2006 Tier-1,TUV Nord (limited),0.81
2020,Q3,Scope 1,Stationary Combustion,Boilers & Furnaces,Surat Polymer Lab,R&D,664.454,tCO2e,Surat Polymer Lab — Boiler & furnace fuel logs,IPCC 2006 Tier-2,TUV Nord (limited),0.87
2020,Q3,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Surat Polymer Lab,R&D,241.056,tCO2e,Surat Polymer Lab — Fleet fuel cards,IPCC 2006 Tier-1,ERM (reasonable),0.96
2020,Q3,Scope 1,Process Emissions,Reformers & Crackers,Surat Polymer Lab,R&D,676.386,tCO2e,Surat Polymer Lab — Process mass balance,EPA Emission Factors Hub 2024,,0.83
2020,Q3,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Surat Polymer Lab,R&D,187.343,tCO2e,Surat Polymer Lab — LDAR programme,GLEC Framework 3.0,DNV (limited),0.92
2020,Q3,Scope 2,Purchased Electricity,Grid + PPA,Surat Polymer Lab,R&D,736.546,tCO2e,Surat Polymer Lab — DISCOM utility bills,DEFRA UK 2024,TUV Nord (limited),0.93
2020,Q3,Scope 2,Purchased Steam,Industrial Utilities,Surat Polymer Lab,R&D,141.024,tCO2e,Surat Polymer Lab — Steam supply contract,IPCC 2006 Tier-1,TUV Nord (limited),0.79
2020,Q3,Scope 3,Business Travel,"Air, Hotel & Rail",Surat Polymer Lab,R&D,83.306,tCO2e,Surat Polymer Lab — Concur travel exports,GLEC Framework 3.0,TUV Nord (limited),0.92
2020,Q3,Scope 3,Employee Commuting,Commuter Survey-derived,Surat Polymer Lab,R&D,120.744,tCO2e,Surat Polymer Lab — Annual commuter survey,GLEC Framework 3.0,ERM (reasonable),0.96
2020,Q3,Scope 3,Purchased Goods,Raw & Packaging,Surat Polymer Lab,R&D,503.644,tCO2e,Surat Polymer Lab — Supplier invoice EEIO,IPCC 2006 Tier-1,TUV Nord (limited),0.84
2020,Q3,Scope 3,Logistics & Transport,Inbound & Outbound,Surat Polymer Lab,R&D,262.247,tCO2e,Surat Polymer Lab — 3PL freight ledgers,IPCC 2006 Tier-2,BSI (limited),0.79
2020,Q3,Scope 3,Capital Goods,"Plant, Equipment, Build",Surat Polymer Lab,R&D,189.831,tCO2e,Surat Polymer Lab — Project capex registers,GLEC Framework 3.0,BSI (limited),0.81
2020,Q3,Scope 3,End-of-life Treatment,Plastics & Hazardous,Surat Polymer Lab,R&D,146.809,tCO2e,Surat Polymer Lab — Waste contractor data,CEA Grid Factor v20.0,DNV (limited),0.94
2020,Q3,Scope 1,Stationary Combustion,Boilers & Furnaces,Hyderabad Catalysis Lab,R&D,673.592,tCO2e,Hyderabad Catalysis Lab — Boiler & furnace fuel logs,IPCC 2006 Tier-2,TUV Nord (reasonable),0.83
2020,Q3,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Hyderabad Catalysis Lab,R&D,182.288,tCO2e,Hyderabad Catalysis Lab — Fleet fuel cards,IPCC 2006 Tier-1,,0.79
2020,Q3,Scope 1,Process Emissions,Reformers & Crackers,Hyderabad Catalysis Lab,R&D,514.366,tCO2e,Hyderabad Catalysis Lab — Process mass balance,IPCC 2006 Tier-1,BSI (limited),0.82
2020,Q3,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Hyderabad Catalysis Lab,R&D,149.071,tCO2e,Hyderabad Catalysis Lab — LDAR programme,GHG Protocol Cross-Sector,ERM (reasonable),0.96
2020,Q3,Scope 2,Purchased Electricity,Grid + PPA,Hyderabad Catalysis Lab,R&D,596.57,tCO2e,Hyderabad Catalysis Lab — DISCOM utility bills,CEA Grid Factor v20.0,BSI (limited),0.81
2020,Q3,Scope 2,Purchased Steam,Industrial Utilities,Hyderabad Catalysis Lab,R&D,118.934,tCO2e,Hyderabad Catalysis Lab — Steam supply contract,EPA Emission Factors Hub 2024,Internal — EHS team,0.86
2020,Q3,Scope 3,Business Travel,"Air, Hotel & Rail",Hyderabad Catalysis Lab,R&D,75.544,tCO2e,Hyderabad Catalysis Lab — Concur travel exports,DEFRA UK 2024,DNV (limited),0.87
2020,Q3,Scope 3,Employee Commuting,Commuter Survey-derived,Hyderabad Catalysis Lab,R&D,114.898,tCO2e,Hyderabad Catalysis Lab — Annual commuter survey,GLEC Framework 3.0,ERM (reasonable),0.92
2020,Q3,Scope 3,Purchased Goods,Raw & Packaging,Hyderabad Catalysis Lab,R&D,334.865,tCO2e,Hyderabad Catalysis Lab — Supplier invoice EEIO,IPCC 2006 Tier-3,DNV (limited),0.93
2020,Q3,Scope 3,Logistics & Transport,Inbound & Outbound,Hyderabad Catalysis Lab,R&D,270.378,tCO2e,Hyderabad Catalysis Lab — 3PL freight ledgers,IPCC 2006 Tier-2,DNV (limited),0.82
2020,Q3,Scope 3,Capital Goods,"Plant, Equipment, Build",Hyderabad Catalysis Lab,R&D,125.998,tCO2e,Hyderabad Catalysis Lab — Project capex registers,EPA Emission Factors Hub 2024,TUV Nord (limited),0.88
2020,Q3,Scope 3,End-of-life Treatment,Plastics & Hazardous,Hyderabad Catalysis Lab,R&D,135.806,tCO2e,Hyderabad Catalysis Lab — Waste contractor data,IPCC 2006 Tier-1,TUV Nord (reasonable),0.79
2020,Q3,Scope 1,Stationary Combustion,Boilers & Furnaces,Chennai Office,Office,540.244,tCO2e,Chennai Office — Boiler & furnace fuel logs,EPA Emission Factors Hub 2024,ERM (reasonable),0.81
2020,Q3,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Chennai Office,Office,222.636,tCO2e,Chennai Office — Fleet fuel cards,IPCC 2006 Tier-1,ERM (reasonable),0.87
2020,Q3,Scope 1,Process Emissions,Reformers & Crackers,Chennai Office,Office,534.679,tCO2e,Chennai Office — Process mass balance,CEA Grid Factor v20.0,TUV Nord (limited),0.91
2020,Q3,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Chennai Office,Office,155.669,tCO2e,Chennai Office — LDAR programme,EPA Emission Factors Hub 2024,TUV Nord (limited),0.81
2020,Q3,Scope 2,Purchased Electricity,Grid + PPA,Chennai Office,Office,691.987,tCO2e,Chennai Office — DISCOM utility bills,DEFRA UK 2024,TUV Nord (reasonable),0.81
2020,Q3,Scope 2,Purchased Steam,Industrial Utilities,Chennai Office,Office,151.887,tCO2e,Chennai Office — Steam supply contract,DEFRA UK 2024,,0.82
2020,Q3,Scope 3,Business Travel,"Air, Hotel & Rail",Chennai Office,Office,68.241,tCO2e,Chennai Office — Concur travel exports,GHG Protocol Cross-Sector,,0.79
2020,Q3,Scope 3,Employee Commuting,Commuter Survey-derived,Chennai Office,Office,105.203,tCO2e,Chennai Office — Annual commuter survey,DEFRA UK 2024,DNV (limited),0.79
2020,Q3,Scope 3,Purchased Goods,Raw & Packaging,Chennai Office,Office,372.576,tCO2e,Chennai Office — Supplier invoice EEIO,IPCC 2006 Tier-1,BSI (limited),0.85
2020,Q3,Scope 3,Logistics & Transport,Inbound & Outbound,Chennai Office,Office,193.608,tCO2e,Chennai Office — 3PL freight ledgers,CEA Grid Factor v20.0,TUV Nord (reasonable),0.89
2020,Q3,Scope 3,Capital Goods,"Plant, Equipment, Build",Chennai Office,Office,129.412,tCO2e,Chennai Office — Project capex registers,IPCC 2006 Tier-1,,0.87
2020,Q3,Scope 3,End-of-life Treatment,Plastics & Hazardous,Chennai Office,Office,111.085,tCO2e,Chennai Office — Waste contractor data,CEA Grid Factor v20.0,TUV Nord (reasonable),0.8
2020,Q3,Scope 1,Stationary Combustion,Boilers & Furnaces,Delhi Sales Hub,Office,677.799,tCO2e,Delhi Sales Hub — Boiler & furnace fuel logs,CEA Grid Factor v20.0,TUV Nord (reasonable),0.9
2020,Q3,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Delhi Sales Hub,Office,225.062,tCO2e,Delhi Sales Hub — Fleet fuel cards,CEA Grid Factor v20.0,,0.88
2020,Q3,Scope 1,Process Emissions,Reformers & Crackers,Delhi Sales Hub,Office,556.877,tCO2e,Delhi Sales Hub — Process mass balance,IPCC 2006 Tier-2,DNV (limited),0.84
2020,Q3,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Delhi Sales Hub,Office,136.33,tCO2e,Delhi Sales Hub — LDAR programme,IPCC 2006 Tier-2,Internal — EHS team,0.85
2020,Q3,Scope 2,Purchased Electricity,Grid + PPA,Delhi Sales Hub,Office,765.142,tCO2e,Delhi Sales Hub — DISCOM utility bills,IPCC 2006 Tier-3,Internal — EHS team,0.97
2020,Q3,Scope 2,Purchased Steam,Industrial Utilities,Delhi Sales Hub,Office,142.582,tCO2e,Delhi Sales Hub — Steam supply contract,DEFRA UK 2024,ERM (reasonable),0.97
2020,Q3,Scope 3,Business Travel,"Air, Hotel & Rail",Delhi Sales Hub,Office,78.221,tCO2e,Delhi Sales Hub — Concur travel exports,GLEC Framework 3.0,,0.91
2020,Q3,Scope 3,Employee Commuting,Commuter Survey-derived,Delhi Sales Hub,Office,100.142,tCO2e,Delhi Sales Hub — Annual commuter survey,API Compendium 2009,TUV Nord (limited),0.92
2020,Q3,Scope 3,Purchased Goods,Raw & Packaging,Delhi Sales Hub,Office,425.086,tCO2e,Delhi Sales Hub — Supplier invoice EEIO,IPCC 2006 Tier-3,BSI (limited),0.89
2020,Q3,Scope 3,Logistics & Transport,Inbound & Outbound,Delhi Sales Hub,Office,257.62,tCO2e,Delhi Sales Hub — 3PL freight ledgers,DEFRA UK 2024,TUV Nord (reasonable),0.84
2020,Q3,Scope 3,Capital Goods,"Plant, Equipment, Build",Delhi Sales Hub,Office,110.832,tCO2e,Delhi Sales Hub — Project capex registers,EPA Emission Factors Hub 2024,ERM (reasonable),0.88
2020,Q3,Scope 3,End-of-life Treatment,Plastics & Hazardous,Delhi Sales Hub,Office,126.833,tCO2e,Delhi Sales Hub — Waste contractor data,IPCC 2006 Tier-2,DNV (limited),0.89
2020,Q3,Scope 1,Stationary Combustion,Boilers & Furnaces,Ahmedabad Office,Office,529.333,tCO2e,Ahmedabad Office — Boiler & furnace fuel logs,API Compendium 2009,Internal — EHS team,0.9
2020,Q3,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Ahmedabad Office,Office,147.801,tCO2e,Ahmedabad Office — Fleet fuel cards,CEA Grid Factor v20.0,ERM (reasonable),0.91
2020,Q3,Scope 1,Process Emissions,Reformers & Crackers,Ahmedabad Office,Office,451.962,tCO2e,Ahmedabad Office — Process mass balance,CEA Grid Factor v20.0,TUV Nord (limited),0.81
2020,Q3,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Ahmedabad Office,Office,98.167,tCO2e,Ahmedabad Office — LDAR programme,GHG Protocol Cross-Sector,BSI (limited),0.81
2020,Q3,Scope 2,Purchased Electricity,Grid + PPA,Ahmedabad Office,Office,621.001,tCO2e,Ahmedabad Office — DISCOM utility bills,IPCC 2006 Tier-2,ERM (reasonable),0.95
2020,Q3,Scope 2,Purchased Steam,Industrial Utilities,Ahmedabad Office,Office,114.869,tCO2e,Ahmedabad Office — Steam supply contract,IPCC 2006 Tier-1,TUV Nord (limited),0.88
2020,Q3,Scope 3,Business Travel,"Air, Hotel & Rail",Ahmedabad Office,Office,62.874,tCO2e,Ahmedabad Office — Concur travel exports,IPCC 2006 Tier-1,,0.95
2020,Q3,Scope 3,Employee Commuting,Commuter Survey-derived,Ahmedabad Office,Office,71.067,tCO2e,Ahmedabad Office — Annual commuter survey,IPCC 2006 Tier-2,,0.84
2020,Q3,Scope 3,Purchased Goods,Raw & Packaging,Ahmedabad Office,Office,315.434,tCO2e,Ahmedabad Office — Supplier invoice EEIO,GHG Protocol Cross-Sector,DNV (limited),0.9
2020,Q3,Scope 3,Logistics & Transport,Inbound & Outbound,Ahmedabad Office,Office,196.097,tCO2e,Ahmedabad Office — 3PL freight ledgers,DEFRA UK 2024,Internal — EHS team,0.83
2020,Q3,Scope 3,Capital Goods,"Plant, Equipment, Build",Ahmedabad Office,Office,104.483,tCO2e,Ahmedabad Office — Project capex registers,GLEC Framework 3.0,TUV Nord (reasonable),0.81
2020,Q3,Scope 3,End-of-life Treatment,Plastics & Hazardous,Ahmedabad Office,Office,98.695,tCO2e,Ahmedabad Office — Waste contractor data,CEA Grid Factor v20.0,Internal — EHS team,0.89
2020,Q3,Scope 1,Stationary Combustion,Boilers & Furnaces,Kochi Sales Office,Office,462.359,tCO2e,Kochi Sales Office — Boiler & furnace fuel logs,CEA Grid Factor v20.0,TUV Nord (limited),0.81
2020,Q3,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Kochi Sales Office,Office,134.952,tCO2e,Kochi Sales Office — Fleet fuel cards,DEFRA UK 2024,Internal — EHS team,0.89
2020,Q3,Scope 1,Process Emissions,Reformers & Crackers,Kochi Sales Office,Office,349.133,tCO2e,Kochi Sales Office — Process mass balance,IPCC 2006 Tier-2,TUV Nord (reasonable),0.96
2020,Q3,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Kochi Sales Office,Office,96.229,tCO2e,Kochi Sales Office — LDAR programme,GHG Protocol Cross-Sector,TUV Nord (reasonable),0.9
2020,Q3,Scope 2,Purchased Electricity,Grid + PPA,Kochi Sales Office,Office,471.37,tCO2e,Kochi Sales Office — DISCOM utility bills,GHG Protocol Cross-Sector,ERM (reasonable),0.85
2020,Q3,Scope 2,Purchased Steam,Industrial Utilities,Kochi Sales Office,Office,101.339,tCO2e,Kochi Sales Office — Steam supply contract,API Compendium 2009,Internal — EHS team,0.79
2020,Q3,Scope 3,Business Travel,"Air, Hotel & Rail",Kochi Sales Office,Office,38.957,tCO2e,Kochi Sales Office — Concur travel exports,EPA Emission Factors Hub 2024,TUV Nord (limited),0.9
2020,Q3,Scope 3,Employee Commuting,Commuter Survey-derived,Kochi Sales Office,Office,72.483,tCO2e,Kochi Sales Office — Annual commuter survey,DEFRA UK 2024,,0.91
2020,Q3,Scope 3,Purchased Goods,Raw & Packaging,Kochi Sales Office,Office,239.67,tCO2e,Kochi Sales Office — Supplier invoice EEIO,IPCC 2006 Tier-3,BSI (limited),0.79
2020,Q3,Scope 3,Logistics & Transport,Inbound & Outbound,Kochi Sales Office,Office,167.332,tCO2e,Kochi Sales Office — 3PL freight ledgers,CEA Grid Factor v20.0,BSI (limited),0.94
2020,Q3,Scope 3,Capital Goods,"Plant, Equipment, Build",Kochi Sales Office,Office,93.53,tCO2e,Kochi Sales Office — Project capex registers,DEFRA UK 2024,DNV (limited),0.96
2020,Q3,Scope 3,End-of-life Treatment,Plastics & Hazardous,Kochi Sales Office,Office,93.621,tCO2e,Kochi Sales Office — Waste contractor data,DEFRA UK 2024,,0.86
2020,Q3,Scope 1,Stationary Combustion,Boilers & Furnaces,Coimbatore Office,Office,335.299,tCO2e,Coimbatore Office — Boiler & furnace fuel logs,GHG Protocol Cross-Sector,TUV Nord (limited),0.84
2020,Q3,Scope 1,Mobile Combustion,Fleet & Yard Vehicles,Coimbatore Office,Office,96.275,tCO2e,Coimbatore Office — Fleet fuel cards,DEFRA UK 2024,,0.95
2020,Q3,Scope 1,Process Emissions,Reformers & Crackers,Coimbatore Office,Office,291.159,tCO2e,Coimbatore Office — Process mass balance,DEFRA UK 2024,TUV Nord (limited),0.91
2020,Q3,Scope 1,Fugitive Emissions,LDAR & Refrigerants,Coimbatore Office,Office,81.453,tCO2e,Coimbatore Office — LDAR programme,IPCC 2006 Tier-3,DNV (limited),0.84
2020,Q3,Scope 2,Purchased Electricity,Grid + PPA,Coimbatore Office,Office,347.914,tCO2e,Coimbatore Office — DISCOM utility bills,CEA Grid Factor v20.0,ERM (reasonable),0.79
