fiscal_period,event_type,capex_climate,opex_climate,impairment_amount,insurance_recovery,affected_asset_id,gl_account,scenario_tag,description,approver,supporting_doc,currency,narrative
FY2021-Q2,Transition,16.0,2.38,0,0.0,Bhubaneswar Office,GL-8500-OpEx,RCP2.6,Carbon Capture & Storage Pilot,Audit Committee,CFI-FY2021-Q2-856410.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2021-Q2,Acute,1.92,10.4,0,3.55,Vadodara Chemicals,GL-6300-OpEx,RCP4.5,Cyclone Damage — Coastal Plant,Controller,CFI-FY2021-Q2-467963.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2021-Q2,Acute,0.3,1.31,0,0.31,Tuticorin Port Cluster,GL-5200-Insurance,IEA-APS,Heatwave — Cooling Surge,Treasurer,CFI-FY2021-Q2-362086.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2021-Q2,Transition,0.5,6.41,0,0.0,Kochi Sales Office,GL-6300-OpEx,IEA-NZE2050,EU CSRD Reporting Compliance,Controller,CFI-FY2021-Q2-782285.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2021-Q2,Transition,71.4,2.63,0,0.0,Hazira Refinery,GL-5200-Insurance,NGFS-NetZero2050,Green Hydrogen Pilot Plant,Audit Committee,CFI-FY2021-Q2-708973.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2021-Q2,Acute,35.7,3.25,0,1.69,Nagothane Plant,GL-3500-OpEx,RCP4.5,Wildfire — Asset Loss,Treasurer,CFI-FY2021-Q2-867725.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2021-Q2,Chronic,0.1,1.14,0,0.0,Paradip Plant,GL-3500-OpEx,RCP4.5,Drought — Water Sourcing Cost,Treasurer,CFI-FY2021-Q2-102865.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2021-Q2,Transition,0.34,7.37,0,0.0,Kochi Tankage,GL-8500-OpEx,NGFS-DelayedTransition,EU CSRD Reporting Compliance,Controller,CFI-FY2021-Q2-815707.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2021-Q2,Transition,0.32,2.75,0,0.0,Gandhar Gas Cracker,GL-8500-OpEx,IEA-STEPS,EU CSRD Reporting Compliance,Plant FC,CFI-FY2021-Q2-309229.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2021-Q2,Transition,0,0,123.59,0.0,Kochi Sales Office,GL-7400-OpEx,NGFS-DelayedTransition,Stranded Asset Impairment — Refinery,Audit Committee,CFI-FY2021-Q2-738275.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2021-Q2,Acute,13.14,3.64,0,1.54,Kandla Terminal,GL-1200-CapEx,NGFS-NetZero2050,Wildfire — Asset Loss,Plant FC,CFI-FY2021-Q2-661756.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2021-Q2,Acute,0.79,3.94,0,0.68,Jamnagar Polymer Plant,GL-2300-OpEx,RCP2.6,Heatwave — Cooling Surge,Treasurer,CFI-FY2021-Q2-585803.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2021-Q2,Transition,19.46,1.82,0,0.0,Bengaluru Tech Park,GL-5200-Insurance,NGFS-DelayedTransition,EV Fleet Conversion,Audit Committee,CFI-FY2021-Q2-633007.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2021-Q2,Acute,1.56,37.34,0,16.15,Bengaluru Tech Park,GL-2400-OpEx,IEA-APS,Flood — Plant Shutdown,Treasurer,CFI-FY2021-Q2-243417.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2021-Q2,Transition,0.73,7.58,0,0.0,Jaipur Office,GL-2300-OpEx,RCP4.5,EU CSRD Reporting Compliance,Plant FC,CFI-FY2021-Q2-291788.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2021-Q3,Transition,14.34,2.94,0,0.0,Kochi Sales Office,GL-1200-CapEx,IEA-STEPS,Renewable PPA — Long-term Contract,Plant FC,CFI-FY2021-Q3-525491.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2021-Q3,Transition,1.65,34.55,0,0.0,Kolkata Distribution,GL-3500-OpEx,RCP2.6,Carbon Border Adjustment Mechanism,CFO,CFI-FY2021-Q3-695270.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2021-Q3,Acute,0.72,1.64,0,0.61,Hyderabad Distribution,GL-7400-OpEx,NGFS-DivergentNetZero,Heatwave — Cooling Surge,CFO,CFI-FY2021-Q3-708191.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2021-Q3,Transition,1.85,14.63,0,0.0,Hyderabad Distribution,GL-2400-OpEx,NGFS-NetZero2050,Carbon Tax Provision (India),Controller,CFI-FY2021-Q3-441516.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2021-Q3,Transition,0,0,209.23,0.0,Tuticorin Port Cluster,GL-6300-OpEx,NGFS-DivergentNetZero,Stranded Asset Impairment — Refinery,Group FC,CFI-FY2021-Q3-361368.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2021-Q3,Transition,21.25,0.29,0,0.0,Gandhar Gas Cracker,GL-1200-CapEx,RCP2.6,R&D — Bio-feedstock,Treasurer,CFI-FY2021-Q3-617372.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2021-Q3,Chronic,0.21,1.93,0,0.0,Hyderabad Distribution,GL-1100-CapEx,RCP2.6,Drought — Water Sourcing Cost,Treasurer,CFI-FY2021-Q3-936358.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2021-Q3,Acute,1.8,20.39,0,8.0,Tuticorin Port Cluster,GL-4100-Impair,RCP2.6,Cyclone Damage — Coastal Plant,Controller,CFI-FY2021-Q3-852168.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2021-Q3,Acute,0.17,7.55,0,0.53,Nagothane Plant,GL-7400-OpEx,NGFS-NetZero2050,Heatwave — Cooling Surge,Treasurer,CFI-FY2021-Q3-691656.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2021-Q3,Transition,0.29,1.17,0,0.0,Mumbai HQ,GL-2300-OpEx,RCP8.5,EU CSRD Reporting Compliance,Audit Committee,CFI-FY2021-Q3-716373.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2021-Q3,Chronic,0.08,6.29,0,0.0,Kochi Sales Office,GL-2400-OpEx,RCP4.5,Drought — Water Sourcing Cost,Treasurer,CFI-FY2021-Q3-354629.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2021-Q3,Transition,1.21,39.77,0,0.0,Hyderabad Catalysis Lab,GL-2300-OpEx,IEA-STEPS,Carbon Price — Cap & Trade,Treasurer,CFI-FY2021-Q3-582222.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2021-Q3,Transition,1.83,39.94,0,0.0,Visakhapatnam Port,GL-2400-OpEx,RCP4.5,Carbon Tax Provision (India),CFO,CFI-FY2021-Q3-416579.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2021-Q3,Chronic,0.72,2.41,0,0.0,Tuticorin Port Cluster,GL-5200-Insurance,IEA-APS,Rising Avg Temp — Cooling Demand,Controller,CFI-FY2021-Q3-830686.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2021-Q3,Transition,2.22,2.54,0,0.0,Nagothane Plant,GL-4100-Impair,NGFS-DivergentNetZero,Renewable PPA — Long-term Contract,Audit Committee,CFI-FY2021-Q3-617947.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2021-Q3,Transition,1.57,17.72,0,0.0,Dahej Industrial Cluster,GL-5200-Insurance,RCP2.6,Carbon Price — Cap & Trade,Audit Committee,CFI-FY2021-Q3-964295.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2021-Q3,Acute,0.02,4.09,0,2.19,Indore Distribution,GL-6300-OpEx,IEA-STEPS,Heatwave — Cooling Surge,Plant FC,CFI-FY2021-Q3-300118.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2021-Q3,Transition,0.4,7.63,0,0.0,Nashik Logistics,GL-2300-OpEx,RCP4.5,EU CSRD Reporting Compliance,Group FC,CFI-FY2021-Q3-247449.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2021-Q3,Transition,35.89,2.96,0,0.0,Gandhar Gas Cracker,GL-5200-Insurance,NGFS-NetZero2050,Green Hydrogen Pilot Plant,Group FC,CFI-FY2021-Q3-224068.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2021-Q3,Chronic,0.04,5.1,0,0.0,Vadodara Chemicals,GL-1200-CapEx,RCP4.5,Drought — Water Sourcing Cost,CFO,CFI-FY2021-Q3-303535.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2021-Q3,Acute,0.44,3.13,0,0.58,Kandla Terminal,GL-2300-OpEx,NGFS-DivergentNetZero,Cyclone Damage — Coastal Plant,Treasurer,CFI-FY2021-Q3-626045.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2021-Q3,Transition,3.06,4.9,0,0.0,Kolkata Distribution,GL-2300-OpEx,RCP4.5,Renewable PPA — Long-term Contract,Audit Committee,CFI-FY2021-Q3-651377.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2021-Q3,Transition,1.77,33.56,0,0.0,Gandhar Gas Cracker,GL-4100-Impair,IEA-APS,Carbon Border Adjustment Mechanism,Group FC,CFI-FY2021-Q3-997667.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2021-Q3,Transition,0.37,31.11,0,0.0,Visakhapatnam Port,GL-5200-Insurance,NGFS-DelayedTransition,Carbon Price — Cap & Trade,Controller,CFI-FY2021-Q3-870514.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2021-Q3,Chronic,0.14,5.12,0,0.0,Jaipur Office,GL-4100-Impair,RCP2.6,Rising Avg Temp — Cooling Demand,Plant FC,CFI-FY2021-Q3-737838.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2021-Q3,Chronic,0.2,3.18,0,0.0,Paradip Plant,GL-1200-CapEx,RCP4.5,Rising Avg Temp — Cooling Demand,Audit Committee,CFI-FY2021-Q3-754980.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2021-Q3,Transition,7.89,4.14,0,0.0,Nashik Logistics,GL-1200-CapEx,IEA-NZE2050,EV Fleet Conversion,Group FC,CFI-FY2021-Q3-904752.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2021-Q3,Chronic,12.96,2.4,0,0.0,Visakhapatnam Port,GL-1100-CapEx,RCP8.5,Sea-Level Rise — Coastal Defences,Controller,CFI-FY2021-Q3-849061.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2021-Q3,Chronic,0.09,3.31,0,0.0,Mangalore Storage,GL-2300-OpEx,IEA-STEPS,Drought — Water Sourcing Cost,Treasurer,CFI-FY2021-Q3-242338.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2021-Q3,Transition,0,0,185.04,0.0,Surat Polymer Lab,GL-2300-OpEx,IEA-NZE2050,Stranded Asset Impairment — Refinery,Audit Committee,CFI-FY2021-Q3-701738.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2021-Q3,Acute,0.71,3.23,0,0.72,Visakhapatnam Port,GL-2400-OpEx,RCP8.5,Heatwave — Cooling Surge,Treasurer,CFI-FY2021-Q3-479944.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2021-Q3,Chronic,0.25,0.85,0,0.0,Jamnagar Polymer Plant,GL-7400-OpEx,NGFS-DivergentNetZero,Rising Avg Temp — Cooling Demand,Plant FC,CFI-FY2021-Q3-457034.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2021-Q3,Transition,50.96,1.23,0,0.0,Kochi Tankage,GL-6300-OpEx,NGFS-NetZero2050,Green Hydrogen Pilot Plant,Treasurer,CFI-FY2021-Q3-797459.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2021-Q3,Acute,0.85,25.67,0,5.68,Paradip Plant,GL-5200-Insurance,RCP8.5,Flood — Plant Shutdown,CFO,CFI-FY2021-Q3-110429.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2021-Q3,Chronic,0.21,6.11,0,0.0,Mangalore Storage,GL-1200-CapEx,RCP8.5,Rising Avg Temp — Cooling Demand,CFO,CFI-FY2021-Q3-475554.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2021-Q3,Transition,1.5,17.36,0,0.0,Bengaluru Tech Park,GL-1100-CapEx,NGFS-NetZero2050,Carbon Tax Provision (India),CFO,CFI-FY2021-Q3-488604.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2021-Q3,Transition,46.26,3.87,0,0.0,Mumbai HQ,GL-2300-OpEx,RCP8.5,Plant Decommissioning — Coal,Audit Committee,CFI-FY2021-Q3-430143.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2021-Q3,Acute,1.38,36.38,0,15.02,Gandhar Gas Cracker,GL-2400-OpEx,IEA-APS,Flood — Plant Shutdown,CFO,CFI-FY2021-Q3-460989.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2021-Q3,Transition,15.79,3.93,0,0.0,Hazira Refinery,GL-3500-OpEx,NGFS-DivergentNetZero,Renewable PPA — Long-term Contract,Plant FC,CFI-FY2021-Q3-582799.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2021-Q3,Acute,1.75,19.82,0,8.15,Paradip Plant,GL-3500-OpEx,RCP8.5,Flood — Plant Shutdown,Treasurer,CFI-FY2021-Q3-514480.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2021-Q3,Acute,43.52,0.36,0,0.21,Coimbatore Office,GL-4100-Impair,IEA-APS,Wildfire — Asset Loss,Treasurer,CFI-FY2021-Q3-599217.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2021-Q3,Acute,57.93,0.87,0,0.22,Nagothane Plant,GL-5200-Insurance,NGFS-DelayedTransition,Wildfire — Asset Loss,Treasurer,CFI-FY2021-Q3-600987.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2021-Q3,Transition,12.5,3.52,0,0.0,Bengaluru Tech Park,GL-2300-OpEx,RCP8.5,Plant Decommissioning — Coal,Treasurer,CFI-FY2021-Q3-234337.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2021-Q3,Transition,1.5,23.82,0,0.0,Mumbai HQ,GL-5200-Insurance,RCP2.6,Carbon Border Adjustment Mechanism,Plant FC,CFI-FY2021-Q3-391183.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2021-Q3,Chronic,0.65,5.08,0,0.0,Bengaluru Tech Park,GL-1200-CapEx,RCP4.5,Drought — Water Sourcing Cost,Controller,CFI-FY2021-Q3-502307.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2021-Q3,Transition,1.1,31.02,0,0.0,Pune R&D Center,GL-7400-OpEx,IEA-APS,Carbon Price — Cap & Trade,Plant FC,CFI-FY2021-Q3-845595.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2021-Q3,Transition,0.04,6.71,0,0.0,Kochi Tankage,GL-1100-CapEx,NGFS-NetZero2050,Carbon Border Adjustment Mechanism,Audit Committee,CFI-FY2021-Q3-530394.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2021-Q3,Transition,16.98,3.36,0,0.0,Hyderabad Distribution,GL-6300-OpEx,IEA-NZE2050,R&D — Bio-feedstock,Controller,CFI-FY2021-Q3-485646.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2021-Q3,Transition,61.27,2.4,0,0.0,Haldia Petchem,GL-3500-OpEx,IEA-APS,Plant Decommissioning — Coal,CFO,CFI-FY2021-Q3-941652.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2021-Q3,Acute,0.74,3.07,0,1.54,Indore Distribution,GL-2300-OpEx,RCP2.6,Heatwave — Cooling Surge,Audit Committee,CFI-FY2021-Q3-263383.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2021-Q3,Transition,49.53,3.57,0,0.0,Surat Polymer Lab,GL-1200-CapEx,IEA-APS,Green Hydrogen Pilot Plant,CFO,CFI-FY2021-Q3-593674.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2021-Q3,Transition,0.85,20.6,0,0.0,Hyderabad Catalysis Lab,GL-2300-OpEx,NGFS-DelayedTransition,Carbon Tax Provision (India),CFO,CFI-FY2021-Q3-575843.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2021-Q3,Transition,15.61,0.35,0,0.0,Pune R&D Center,GL-2400-OpEx,RCP2.6,Renewable PPA — Long-term Contract,Plant FC,CFI-FY2021-Q3-107854.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2021-Q3,Chronic,0.36,6.16,0,0.0,Bengaluru Tech Park,GL-2400-OpEx,RCP8.5,Drought — Water Sourcing Cost,Group FC,CFI-FY2021-Q3-446923.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2021-Q3,Acute,1.9,34.46,0,3.29,Mumbai HQ,GL-7400-OpEx,RCP8.5,Flood — Plant Shutdown,Plant FC,CFI-FY2021-Q3-227931.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2021-Q3,Chronic,6.96,1.88,0,0.0,Hazira Refinery,GL-2300-OpEx,IEA-STEPS,Sea-Level Rise — Coastal Defences,Group FC,CFI-FY2021-Q3-683276.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2021-Q3,Transition,11.91,2.8,0,0.0,Hyderabad Catalysis Lab,GL-6300-OpEx,IEA-NZE2050,EV Fleet Conversion,Plant FC,CFI-FY2021-Q3-995648.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2021-Q3,Transition,12.63,0.26,0,0.0,Pune R&D Center,GL-2300-OpEx,NGFS-NetZero2050,R&D — Bio-feedstock,Plant FC,CFI-FY2021-Q3-823335.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2021-Q3,Acute,0.07,3.48,0,1.09,Kandla Terminal,GL-4100-Impair,RCP4.5,Heatwave — Cooling Surge,Treasurer,CFI-FY2021-Q3-433138.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2021-Q3,Chronic,0.2,1.94,0,0.0,Jaipur Office,GL-1100-CapEx,IEA-NZE2050,Rising Avg Temp — Cooling Demand,CFO,CFI-FY2021-Q3-898329.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2021-Q3,Chronic,0.02,5.74,0,0.0,Mangalore Storage,GL-6300-OpEx,RCP4.5,Drought — Water Sourcing Cost,Treasurer,CFI-FY2021-Q3-540578.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2021-Q3,Acute,0.42,21.81,0,4.98,Bhubaneswar Office,GL-1200-CapEx,RCP4.5,Cyclone Damage — Coastal Plant,Controller,CFI-FY2021-Q3-150003.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2021-Q3,Acute,0.78,20.89,0,9.32,Mumbai HQ,GL-4100-Impair,NGFS-DivergentNetZero,Cyclone Damage — Coastal Plant,Controller,CFI-FY2021-Q3-810621.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2021-Q3,Transition,0.19,18.5,0,0.0,Jaipur Office,GL-5200-Insurance,RCP4.5,Carbon Tax Provision (India),Plant FC,CFI-FY2021-Q3-987512.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2021-Q3,Transition,1.27,3.7,0,0.0,Hyderabad Distribution,GL-6300-OpEx,NGFS-NetZero2050,Carbon Border Adjustment Mechanism,Plant FC,CFI-FY2021-Q3-764438.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2021-Q3,Transition,13.51,0.36,0,0.0,Hyderabad Distribution,GL-3500-OpEx,IEA-APS,EV Fleet Conversion,Controller,CFI-FY2021-Q3-853925.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2021-Q3,Transition,26.78,0.28,0,0.0,Kochi Sales Office,GL-2300-OpEx,RCP4.5,Carbon Capture & Storage Pilot,Treasurer,CFI-FY2021-Q3-737927.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2021-Q3,Acute,41.91,2.68,0,1.44,Lucknow Distribution,GL-1200-CapEx,RCP8.5,Wildfire — Asset Loss,Controller,CFI-FY2021-Q3-398484.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2021-Q3,Transition,0.78,24.54,0,0.0,Mangalore Storage,GL-8500-OpEx,RCP8.5,Carbon Border Adjustment Mechanism,Plant FC,CFI-FY2021-Q3-915569.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2021-Q3,Transition,28.97,3.2,0,0.0,Lucknow Distribution,GL-1200-CapEx,IEA-NZE2050,Plant Decommissioning — Coal,Audit Committee,CFI-FY2021-Q3-736333.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2021-Q3,Transition,1.82,36.52,0,0.0,Mangalore Storage,GL-2300-OpEx,RCP2.6,Carbon Border Adjustment Mechanism,Group FC,CFI-FY2021-Q3-847501.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2021-Q3,Transition,0.55,0.58,0,0.0,Kandla Terminal,GL-6300-OpEx,IEA-NZE2050,EU CSRD Reporting Compliance,Group FC,CFI-FY2021-Q3-793719.pdf,INR Crore,Insurance receivable accrued; cash recovery expected in next quarter.
FY2021-Q3,Chronic,48.91,2.26,0,0.0,Chennai Office,GL-5200-Insurance,IEA-STEPS,Sea-Level Rise — Coastal Defences,Group FC,CFI-FY2021-Q3-189424.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2021-Q3,Transition,0.49,8.35,0,0.0,Visakhapatnam Port,GL-8500-OpEx,IEA-STEPS,Carbon Border Adjustment Mechanism,Controller,CFI-FY2021-Q3-295756.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2021-Q3,Transition,2.77,3.6,0,0.0,Hazira Refinery,GL-8500-OpEx,RCP8.5,Renewable PPA — Long-term Contract,Treasurer,CFI-FY2021-Q3-139846.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2021-Q3,Transition,16.7,1.89,0,0.0,Tuticorin Port Cluster,GL-2300-OpEx,NGFS-DelayedTransition,Renewable PPA — Long-term Contract,Controller,CFI-FY2021-Q3-821271.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2021-Q3,Transition,62.99,0.83,0,0.0,Ahmedabad Office,GL-6300-OpEx,NGFS-NetZero2050,Plant Decommissioning — Coal,Controller,CFI-FY2021-Q3-670225.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2021-Q3,Acute,0.15,7.02,0,2.41,Lucknow Distribution,GL-4100-Impair,RCP2.6,Heatwave — Cooling Surge,Treasurer,CFI-FY2021-Q3-275609.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2021-Q3,Transition,1.93,34.61,0,0.0,Bhubaneswar Office,GL-2300-OpEx,IEA-NZE2050,Carbon Price — Cap & Trade,Group FC,CFI-FY2021-Q3-330979.pdf,INR Crore,One-off impairment driven by NGFS-aligned scenario refresh.
FY2021-Q3,Transition,17.5,0.12,0,0.0,Hyderabad Distribution,GL-4100-Impair,RCP2.6,EV Fleet Conversion,Audit Committee,CFI-FY2021-Q3-925008.pdf,INR Crore,Climate-stress test triggered re-measurement of carrying value.
FY2021-Q3,Transition,3.7,3.99,0,0.0,Jamnagar Polymer Plant,GL-2400-OpEx,RCP2.6,EV Fleet Conversion,Plant FC,CFI-FY2021-Q3-445970.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2021-Q3,Transition,0.44,6.08,0,0.0,Mangalore Storage,GL-5200-Insurance,RCP8.5,EU CSRD Reporting Compliance,Group FC,CFI-FY2021-Q3-298218.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
FY2021-Q3,Transition,70.47,1.56,0,0.0,Chennai Office,GL-5200-Insurance,NGFS-DivergentNetZero,Carbon Capture & Storage Pilot,Audit Committee,CFI-FY2021-Q3-665143.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2021-Q3,Transition,1.96,30.6,0,0.0,Chennai Office,GL-8500-OpEx,IEA-APS,Carbon Tax Provision (India),Treasurer,CFI-FY2021-Q3-652017.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2021-Q3,Transition,75.13,2.02,0,0.0,Lucknow Distribution,GL-2400-OpEx,NGFS-DelayedTransition,Plant Decommissioning — Coal,Audit Committee,CFI-FY2021-Q3-944792.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2021-Q3,Transition,19.55,1.96,0,0.0,Kandla Terminal,GL-4100-Impair,RCP4.5,R&D — Bio-feedstock,Controller,CFI-FY2021-Q3-169213.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2021-Q3,Transition,1.59,10.92,0,0.0,Jamnagar Polymer Plant,GL-2300-OpEx,RCP8.5,Carbon Tax Provision (India),CFO,CFI-FY2021-Q3-900721.pdf,INR Crore,PPA contract signed; lifetime opex offset to be amortised straight-line.
FY2021-Q3,Transition,0,0,193.14,0.0,Jamnagar Polymer Plant,GL-2400-OpEx,IEA-APS,Stranded Asset Impairment — Refinery,Treasurer,CFI-FY2021-Q3-537961.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2021-Q3,Chronic,0.69,2.86,0,0.0,Bengaluru Tech Park,GL-2400-OpEx,IEA-STEPS,Rising Avg Temp — Cooling Demand,Plant FC,CFI-FY2021-Q3-708791.pdf,INR Crore,Carbon-tax pass-through booked against centrally-managed provision.
FY2021-Q3,Transition,22.18,3.38,0,0.0,Hyderabad Distribution,GL-3500-OpEx,IEA-STEPS,EV Fleet Conversion,Treasurer,CFI-FY2021-Q3-643801.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2021-Q3,Transition,10.39,3.96,0,0.0,Bhubaneswar Office,GL-8500-OpEx,IEA-NZE2050,EV Fleet Conversion,CFO,CFI-FY2021-Q3-251178.pdf,INR Crore,Adaptation capex tied to multi-year transition plan submitted to board.
FY2021-Q3,Transition,4.93,4.64,0,0.0,Mangalore Storage,GL-7400-OpEx,NGFS-NetZero2050,R&D — Bio-feedstock,Group FC,CFI-FY2021-Q3-269304.pdf,INR Crore,Routine opex tagged climate-related per IFRS S2 paragraph 22.
FY2021-Q3,Transition,1.59,23.42,0,0.0,Ahmedabad Office,GL-6300-OpEx,RCP2.6,Carbon Tax Provision (India),Group FC,CFI-FY2021-Q3-627793.pdf,INR Crore,Pilot facility commissioned; depreciation begins next period.
